DataSet Entry ID	Text	Tagger Pid	Date	Review Type	Defect Severity	Defect Type	Defect Resolution	Software Defect	Hardware Defect	Comment	Authority?
53749378	Had a problem with phone could not get the service up and running.very bad customer service.I had to send phone back to amazon.they said there was a problem with it. 	belijah3	11-17-2015 20:34:42	Complaint	Performance Defect	Both	Return	Hardware	Software		false
56344169	While I wouldn't say this phone is bad, I don't love it.  When talking, I often hear feedback, or myself echoing back.  Also, you can't set the alarm, turn off the phone, and have the alarm go off.  Therefore, the battery drains faster if you want to turn 	belijah3	11-17-2015 20:40:54	Complaint	Performance Defect	Hardware	No Resolution Specified	Hardware	Internal Hardware		false
8199814	Good price! 	belijah3	11-17-2015 20:40:54	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
65741428	This phone is deficient in a number of categories.First off, it is heavy as hell.  My Lord, the weight of this thing in your pocket feels like you are transporting a brick.  The fact that this passed through design at HTC is nothing short of a joke.It is  	belijah3	11-17-2015 20:40:54	Complaint	Performance Defect	Hardware	No Resolution Specified	Hardware	Encolusre		false
83160925	This was the worst Android device I ever owned. The battery life was very short no matter what I did. The Virgin mobile service was terrible, I was unable to switch between calls. My friends told me that it sometimes took 30 seconds before my phone would  	belijah3	11-17-2015 20:40:54	Complaint	Performance Defect	Both	No Resolution Specified	Operating System	Internal Hardware		false
59264961	Not bad.Got the manual in Chinese language.Color wasn't as expected that we get it at Tmobile store.Few accessories are also missing. 	belijah3	11-17-2015 20:40:54	Neutral	Performance Defect	Hardware	No Resolution Specified	No Defect	Encolusre		false
69454773	The phone was not working right when I got it and I was going to send it back, but I used another charger and now it seems to be ok, because I am with Verizon, I have to get the phone turned on and off. I guess I am going to keep it now.  That happens whe 	belijah3	11-17-2015 20:44:02	Neutral	No Defect	No Defect	No Defect	No Defect	No Defect		false
65791743	This phone is something else. It does not have a menu. I had to return it. 	belijah3	11-17-2015 20:44:02	Complaint	Performance Defect	Software	Return	Operating System	Software		false
76209988	Exclente, it was what I expected. They are super fast. 	belijah3	11-17-2015 20:44:02	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
89016260	Ok Google Now has been good. One slight blemish is that I needed to download an update from the Play Store to get the voice recoding working. If it is too hard to fix on the already made phones, they could've at least let me know during my purchase or a s 	belijah3	11-17-2015 20:44:02	Neutral	Performance Defect	Software	No Resolution Specified	Features	No Defect		false
59040343	I just got the PEBL and I love it. I had been waiting for its release for several months and it was well worth it. Many of the ticky-tack features that I didn't like in the Motorola RAZR have been corrected here. While not as thin as a RAZR, the PEBL is l 	belijah3	11-17-2015 20:44:02	Comparison	No Defect	No Defect	No Defect	No Defect	No Defect		false
48749254	I had this phone for about a year and it was ok. The battery life does not last long at all maybe 3-4 hours. When you send a text message sometimes it acts really slow and then it crashes. If you are looking for a sturdy phone this is not one for you. I h 	belijah3	11-17-2015 20:50:51	Complaint	Performance Defect	Hardware	No Resolution Specified	Hardware	Internal Hardware		false
25919028	First things first let's start by saying don't listen to those bad reviews. No LTE poor signal blah blah blah. Yes if you live in those small towns that gets a movie a month after its released then yes don't get this phone. LTE is most likely not availabl 	belijah3	11-17-2015 20:50:51	Neutral	No Defect	No Defect	No Defect	No Defect	No Defect		false
44617076	I bought this phone when it first came out and owned it 1 month and had to get it replaced.kept freezing and wouldnt work right.Well got second 1 and same thing,what a piece of CRAP.And you know what there solution was 'oh well send you another one,who i 	belijah3	11-17-2015 20:50:51	Complaint	Performance Defect	Software	No Resolution Specified	Operating System	Software		false
88642767	Drops calls, drops texts. Grrrrr! This phone makes me crazy. Worst phone I've ever had. Even makes up different numbers then the ones in my addresses. So weird! 	belijah3	11-17-2015 20:50:51	Complaint	Performance Defect	Software	No Resolution Specified	Operating System	Software		false
23268548	Horrible cell,no sale to enybody enymore 	belijah3	11-17-2015 20:50:51	Complaint	Other	Both	No Resolution Specified	Hardware	Software		false
84201758	Had problems with the first phone delivered but its been 3 days and this phone seems to be doing great...THank you Mendy :) 	belijah3	11-17-2015 20:52:58	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
86304406	this was my first smartphone too, besides a blackberry. I love it, but it has a few things i wish i could change. FIRST and foremost, the touch screen, even though this is my very first touch screen phone experience, has bothered me right from the start.  	belijah3	11-17-2015 20:52:58	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
21839220	love my new phone thank you virgin mobil for coming up with this one easy to use and outstanding apps, and to top it off it is water resistant woo hoo 	belijah3	11-17-2015 20:52:58	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
90309990	I'll start with the things I like about the phone before getting to why you shouldn't buy it. It's fast, a nice size, feels solidly built, awesome screen, good sound quality, has MicroSD expansion. Camera is pretty good. Beautiful design.That's only a bri 	belijah3	11-17-2015 20:52:58	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
56446122	This phone is a piece of junk!!!!!!!! The battery life is short, the reception is terrible, and the phone freezes. On top of that, T-Mobile has the worst customer service. Never buy this phone or any phone with T-Mobile! They rip you off!!!!!!!!!! 	belijah3	11-17-2015 20:52:58	Complaint	Performance Defect	Both	No Resolution Specified	Operating System	Internal Hardware		false
81405020	I got this phone less than three months ago. The antenna has broken, it drops calls, and worst of all, it rings without any sound or vibration. It's never on silent or vibrate. I hate this phone so much. The camera quality is even bad compared to the sams 	belijah3	11-17-2015 20:55:41	Complaint	Performance Defect	Both	No Resolution Specified	Hardware	Software		false
44178626	Hate is a very strong word to me but this is Absolutely the Worst cell phone I have ever owned. My daughter-in-law has the same phone. She had 2 because the first one had too many problems in the first week. She hates hers.  A friend in Americus,Ga has th 	belijah3	11-17-2015 20:55:41	Complaint	Performance Defect	Both	No Resolution Specified	Hardware	Software		false
27755059	This phone is a good phone.  it didn't give me no problem plus the person i bought it for love it the only thing I don't like about this phone it don't come with a flashlight but every thing else work great on it 	belijah3	11-17-2015 20:55:41	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
4958381	The phone is already starting to have problems.  Sometimes when I text it turns itself off unexpectedly which is not good and I can only use it on speaker phone now because the outside earpiece isn't working anymore. 	belijah3	11-17-2015 20:55:41	Complaint	Performance Defect	Both	No Resolution Specified	Hardware	Software		false
46529733	Do not deal with Cingular and or ATT because these companies will drive you crazy.  I learned this a hard way, in the last 3-4 months I have been double charged every month because the Cingular and ATT made a mistake on my account. To explain this furthe 	belijah3	11-17-2015 20:55:41	Complaint	No Defect	No Defect	No Defect	No Defect	No Defect	hates the service provider	false
63945801	I was a little cautious about ordering this phone. This cell phone sells in stores for around $45. A one year card is $100. This deal is offering a one year card PLUS the cell phone for $99. I thought it was too good to be true. The cell phone arrived wit 	belijah3	11-17-2015 21:01:11	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
20490314	The phone arrived without any manual and the camera does not work at all. At times the phone acts completely crazy typing all by itself and flashing between apps. Other than that, it seems OK....UPDATE: Now the phone doesn't work at all. I need to return  	belijah3	11-17-2015 21:01:11	Complaint	Performance Defect	Both	No Resolution Specified	Hardware	Software		false
60900976	Liked the look of it, but needed to have English instructions, and a little large. 	belijah3	11-17-2015 21:01:11	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
83442550	My phone it's absolutly blocked, i can't used in my country. The phone ask for a pin code that i dont have and then does'nt take my ohone sim card. 	belijah3	11-17-2015 21:01:11	Complaint	Performance Defect	Hardware	No Resolution Specified	Hardware	Internal Hardware		false
7994523	actually I struggled with blackberry and I wanted something different. I decided to go with this, so far I like it and it works great. 	belijah3	11-17-2015 21:01:11	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
8321810	nice... 	belijah3	11-17-2015 21:10:23	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
45288149	saludos, el vendedor hizo rapida entrega del producto y lo publicado fue exactamente lo mismo que recibi. excelente telefono y un vendedor muy responsable. 	belijah3	11-17-2015 21:10:23	No Defect	No Defect	No Defect	No Defect	No Defect	No Defect	spanish	false
636688	The phone is a pretty good one now doubt about that but this provider fails to inform its customers that thia product does not come with a BATTERY nor a CHARGER. I had to spend an additional 80 dollars for a new battery and charger so i can actually use t 	belijah3	11-17-2015 21:10:23	Complaint	Performance Defect	Hardware	No Resolution Specified	Hardware	Internal Hardware		false
21005493	The look, the feel, and better yet it's from Motorola.At first, this phone looked amazing, it had a great feeling blue cover, it was comfortable, it had great sound, it was wonderful. After a month, I started to get tired of the same blue cover, so I deci 	belijah3	11-17-2015 21:10:23	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
81962970	bueno el articulo se recibio en muy buen estado se guire haciendo negocios en el futuro con este proveedor  el articlo llego en la fecha indicada 	belijah3	11-17-2015 21:10:23	No Defect	No Defect	No Defect	No Defect	No Defect	No Defect	spanish	false
50469025	This phone does not work with TMOBILE Or any phone carrier in the United States. The sim does not work. It would be a waste of time send the phone back and wait 4 to 6 weeks to get my money back. The seller knew this phone would not work and also knew the 	belijah3	11-17-2015 21:13:36	Complaint	Performance Defect	Both	No Resolution Specified	Hardware	Software		false
80141350	I have had a cell phone since the early 1990's so I have had quite a bit of experience with them.  I purchased this model since I no longer need it for my job and could not justify the expense and poor service of a major players phone service.  I thought  	belijah3	11-17-2015 21:13:36	Complaint	No Defect	No Defect	No Defect	No Defect	No Defect	service providers suck	false
32755448	great phone for few money 	belijah3	11-17-2015 21:13:36	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
29382275	I bougth this phone, activated it and tried to make a call.. system message says balance is too low to make calls.what about the included $15? nothing available anywhere in the package..they ask  you to buy airtime in order to make calls. But on the phone 	belijah3	11-17-2015 21:13:36	Complaint	Performance Defect	Software	No Resolution Specified	Operating System	Software		false
51489886	This Phone Suck. 	belijah3	11-17-2015 21:13:36	Complaint	Other	No Defect	No Resolution Specified	No Defect	No Defect		false
34779439	It perfectly work for me in Argentina 	belijah3	11-17-2015 21:19:55	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
66206878	I fooled with the sale of the 3 phones, all came with problems until they are used, see pictures of family and music in the media, you must present law by the deception that I have, I thought that amazon was a prestigious store and I feel cheated, I'm dis 	belijah3	11-17-2015 21:19:55	Complaint	Performance Defect	Both	No Resolution Specified	Features	Software		false
58854015	Comprei para minha esposa e aparentemente eacute; um excelente custo-benefiacute;cio. No tenho ainda como avaliaacute;-lo melhor, pois ela comeou utilizaacute;-lo efetivamente hoje. 	belijah3	11-17-2015 21:19:55	No Defect	No Defect	No Defect	No Defect	No Defect	No Defect	spanish	false
15561148	great phone my first android small screen compared to my new htc evo XD stable battery factory unlocked. great phone! 	belijah3	11-17-2015 21:19:55	Comparison	No Defect	No Defect	No Defect	No Defect	No Defect		false
45393847	It surpassed all my expectations and the features are really cool. I would recommend purchase to all. Enjoy! i am sure enjoying mine 	belijah3	11-17-2015 21:19:55	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
4992829	I HATE this phone, man! Yes, it LOOKS nice, but it's slow, really hard to use especially when texting, has no spell checker, and has a nearly unusable screen! I rarely ever dropped it, and the piece of crap broke. Please, never buy this. The phone sucks f 	belijah3	11-17-2015 21:21:53	Complaint	Performance Defect	Both	No Resolution Specified	Hardware	Software		false
85378589	the battery easy go dead 	belijah3	11-17-2015 21:21:53	Complaint	Performance Defect	Hardware	No Resolution Specified	No Defect	Internal Hardware		false
72177066	from day 1 it drained the battery after only a few (2-3) calls or a couple days.....which is totally useless.....then with Consumers Cellular, they wash their hands of it once you buy it from them, you have to deal with Motorola, there isn't a return for  	belijah3	11-17-2015 21:21:53	Complaint	Performance Defect	Hardware	No Resolution Specified	Hardware	Internal Hardware		false
65707922	I bought this because I couldn't get a new Verizon phone without them trying to take my unlimited data away.  Came packaged as new. 	belijah3	11-17-2015 21:21:53	Neutral	No Defect	No Defect	No Defect	No Defect	No Defect		false
48856275	llego en muy buenas condiciones me fascina. . . . . . . . . . . . . . . . 	belijah3	11-17-2015 21:21:53	No Defect	No Defect	No Defect	No Defect	No Defect	No Defect	spanish	false
58074125	i bought this phone 4 months ago and it has started having problems with the screen. it disappears once in a while and keep on flickering. Has anybody else experienced this? 	belijah3	11-18-2015 15:28:20	Complaint	Performance Defect	Hardware	No Resolution Specified	Hardware	Display		false
53383531	Great phone!! 	belijah3	11-18-2015 15:28:20	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
59408649	THIS IS A REALLY NICE PHONE I HAVE TO GET USE TO BECAUSE MY OTHER PHONE WAS TOUCH SCREEN BUT IT IS NICE AND I LIKE THE SILVER IT LOOKS REALLY GOOD EVEN THOUGH I BOUGHT A COLOR CASE FOR IT I HAVE NOT PUT IT ON BECAUSE I LIKE THE SILVER MORE THAN I THOUGHT  	belijah3	11-18-2015 15:28:20	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
85630763	your phones is excellent thanks for you and your responsability  good job and good lucky for more buys good nigths 	belijah3	11-18-2015 15:28:20	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
88976939	This BlackBerry Z30 is by far The Best cellphone i've ever had. In my opinioacute;n and for business needs is perfect. Great  desing, stereo sound, great image quality and pretty big screen size. New keyboard gadgets are impressive. Great speed when usin 	belijah3	11-18-2015 15:28:20	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
84469077	First of all its on ATT, their CSR is horrible, and managers suck in business strat.This phone was released a month ago and already a newer version skyrocket with LTE is released.Either people are screwed since they just past their 30 day period or in the 	belijah3	11-18-2015 15:31:56	Compliment	Other	No Defect	No Resolution Specified	No Defect	No Defect	Complaint about the ATT service provider not the phone itself	false
79415627	i got this phone around the end of may and i'm completely unhappy with it. the sound/reception is terrible, you have a hard time hearing the people you're talking to. already i've had problems with the phone freezing up. when turning the phone on/off it 	belijah3	11-18-2015 15:31:56	Complaint	Performance Defect	Both	No Resolution Specified	Hardware	Software		false
6300864	I don't get the negative reviews on this site - they are not nearly as bad for other sellers.  I wanted to counter the negative because I really love my SE X10 Mini.  It's Small  Well, of course it is.  If you need a bigger screen, get a bigger phone.   	belijah3	11-18-2015 15:31:56	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
42129083	excelente telfono, lo comrpe usado y lo recibi en excelente estado....no he tenido ninguna clase de queja...excelente producto, muy buena marca. saludos y suerte 	belijah3	11-18-2015 15:31:56	No Defect	No Defect	No Defect	No Defect	No Defect	No Defect	spanish	false
44445147	It do not us Bluetooth and it have no case to put on it  but other then that its ok 	belijah3	11-18-2015 15:31:56	Neutral	Performance Defect	Software	No Resolution Specified	Features	No Defect		false
46904281	Very cheap phone for everything it has to offer. Every update so far has brought great improvements. I'd recommend it to anyone looking for a cheaper than average unlocked phone. 	belijah3	11-18-2015 15:34:03	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
55354950	My samsung nexus S got broken after half a year I bought it from Amazon. I felt frustrated tho Amazon did a pretty good job on taking care of that case. Then I was thinking about trying this phone for its huge screen and way cheaper price. The item got me 	belijah3	11-18-2015 15:34:03	Comparison	No Defect	No Defect	No Defect	No Defect	No Defect		false
15810	Excellent. I am from Venezuela and the phone has great features. Is completely compatible with Digitel, Movilnet and Movistar. 	belijah3	11-18-2015 15:34:03	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
49289659	its a light weight phone i love the key pad the internet great good service it would be good if it came with sim card now if you got an old att phone sim card not a problem i love this phone its a great phone im satisfied with the phone 	belijah3	11-18-2015 15:34:03	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
40378294	this phone seems to me as being sold #34;under false prentences#34;the wifi will not even connect to some hot spots ( error message  'web page to large to load#34; )it is a cheap throw away phone and I cannot understand why a company like LG would even 	belijah3	11-18-2015 15:34:03	Complaint	Performance Defect	Software	No Resolution Specified	Features	Software		false
78585033	While I was prepared to consider a poor review i gave this seller, I didn't need to concern myself.  They removed my dissatisfied comments anyway.  The product mailed to me was DAMAGED and didn't work as advertised.  After I posted the poor review they em 	belijah3	11-18-2015 17:50:29	Complaint	Performance Defect	Both	No Resolution Specified	Hardware	Software		false
38315872	4 stars because is a 30 $ phone, you can never compare it with a smart phone. the Basics functions are ok, calling and receiving phone calls, texting, local analog tv is very good as the fm radio, the other functions are trash. too small memory, complicat 	belijah3	11-18-2015 17:50:29	Neutral	Performance Defect	Hardware	No Resolution Specified	Hardware	Internal Hardware		false
47396827	I have never had a product I bought on amazon that I rated below a 3 before until now. This product wouldn't charge instead just got extremely hot that you couldn'tEven hold it without feeling like your hand was burning. We were able to return for refund  	belijah3	11-18-2015 17:50:29	Complaint		Hardware	No Resolution Specified	Hardware	Encolusre		false
68195429	I hated Android. I've had the original Droid for 2 years in 3 iterations, and there were consistently weird bugs in the hardware - headphone jack barely worked, phone wouldn't charge when dead - and the software. Apps freezing, being unable to hang up pho 	belijah3	11-18-2015 17:50:29	Complaint	Performance Defect	Both	No Resolution Specified	Operating System	Ports		false
58584695	It's really a very good phone specially for the price but one's your phone gets loaded it starts to freeze but except this it's a wonderful phone. 	belijah3	11-18-2015 17:50:29	Neutral	Performance Defect	Software	No Resolution Specified	Operating System	No Defect		false
14590286	I have owned this phone about a month and I've had to take it back to the store 2 times already.  The first time the phone pretended like it was charging but remained only @ 1 bar after charging for 12+ hrs. The second time the phone would drop my calls 	belijah3	11-18-2015 17:54:05	Complaint	Performance Defect	Both	Other	Operating System	Internal Hardware		false
44494930	Where do I event begin with the problems I've had with this phone?! Battery life is completely horrible, I only get about 2 hours (if that) of use out of the phone before I have to charge it again. The phone freezes constantly, about 12 times a day and th 	belijah3	11-18-2015 17:54:05	Complaint	Performance Defect	Both	No Resolution Specified	Operating System	Internal Hardware		false
39886564	I really feel like I have to warn people about this phone. It is the worst phone I have ever had in my life, including all non-android phones that I have ever had in the past 10 years. Especially if you have T-Mobile, avoid this phone, because there are s 	belijah3	11-18-2015 17:54:05	Complaint	Other	No Defect	No Defect	No Defect	No Defect	cut off	false
43416616	Good Performance, Touchscreen/Display  OK, (it is quite big!) =&gt; good for seniorsGoogle Play Store and apps are working without any problem.Only thing that worry me is the chinese language in boot menu, chinese messages or menu entry show up very seldom d 	belijah3	11-18-2015 17:54:05	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
41540113	This is a pretty good phone. The phone sound quality is very good. The touch screen works well. Once in a while the touch screen takes a few seconds to become responsive. When turning from phone style touch screen to full key touch screen; once in a whi 	belijah3	11-18-2015 17:54:05	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
37706993	The phone is working well (especially for the price) when it is working :-) The issue I have is that sometimes certain buttons does not respond. The most common example is when I am using voicemail - I can dial number but I could not dial pass code. After 	belijah3	11-18-2015 17:57:32	Neutral	Performance Defect	Hardware	No Resolution Specified	Hardware	Display		false
90714897	The item has been shiped fast, transaction smooth and nice, satisfied with the item. The only thing is that I don't like the disign of the phone and the usage of it, I like silver one over the black. 	belijah3	11-18-2015 17:57:32	Neutral	Performance Defect	Hardware	No Resolution Specified	Hardware	Encolusre		false
21347096	My wife and I were on a flight from Ireland to the US. The person next to my wife had a watch on his arm. My wife made a comment that she liked the looks of his watch. The gentelman replyed that this was his cell phone/ watch. When we got back home, my wi 	belijah3	11-18-2015 17:57:32	Neutral	No Defect	No Defect	No Defect	No Defect	No Defect	cut off	false
87393050	It is a bad phone when it comes to performance. I had many phones (GSM and non-GSM; USA and abroad) in the past and this one rates lowest in performance.Signal reception is bad. I always hear some strange electronic flash noises. I was once told by a mobi 	belijah3	11-18-2015 17:57:32	Complaint	Performance Defect	Both	No Resolution Specified	Operating System	Internal Hardware		false
52245005	Got the phone with a keyboard to facilitate texting but sometimes texts don't send. Like for hours. Turning phone off and then on, going outside etc all failed. Taking out the battery for a couple of minutes then rebooting seems to work. Not real convenie 	belijah3	11-18-2015 17:57:32	Complaint	Performance Defect	Both	No Resolution Specified	Hardware	Software		false
91125560	Just what I expected. 	belijah3	11-18-2015 18:06:16	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
75573297	Shipped so fast standard. Wow. Just. Wow. This phone is bbeautifully crafted. Excellent material and hardware. Esthetically pleasing design.  UI is great. I literally have not put this thing down for more than i have to. The audio quality is superb!! Work 	belijah3	11-18-2015 18:06:16	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
18275255	excellent highly recommend the team reached efficiently and in good condition excellent thank you very much for such a good recectividad 	belijah3	11-18-2015 18:06:16	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
39604726	Hardware: The phone doesn't feel as cheap as some people make it out to be. It isn't premium material either, but it isn't total crap. I love being able to remove the battery, and that it has a microSD card slot. The home button on my Galaxy S3 feels brok 	belijah3	11-18-2015 18:06:16	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
40304559	People, please read my review before you purchase the piece of junk.First of all, in my opinion, the phone is NOT designed for adult uses. Instead, it is designed for kids, especially for girls at age under 12. BTW, I bought the phone for my 10 yr. daught 	belijah3	11-18-2015 18:06:16	Neutral	Other	No Defect	No Resolution Specified	No Defect	No Defect		false
49715269	excelente productomuy facil para manipular y la adaptaciograve;n del mismo permite que el celular se proteja como era mi intenciograve;n 	belijah3	11-18-2015 18:08:21	No Defect	No Defect	No Defect	No Defect	No Defect	No Defect	spanish	false
23841429	I bought this phone that was advertised as new.  Not so new...when I tried to activate it with Verizon, it would not work.  Verizon informed me that the phone had been on several other service lines, so it was not NEW!  Talk about a rip off since I had  	belijah3	11-18-2015 18:08:21	Complaint	Other	No Defect	No Defect	No Defect	No Defect	not sold as advertising	false
47351382	This is the worse phone I ever saw. It's a cheap piece of junk not even worth the price. It freezes, processor response is slow to almost nothing. It gets stuck. Wi-Fi and bluetooth cuts off if you can even get it to work. I'm amazed such a popular compan 	belijah3	11-18-2015 18:08:21	Complaint	Performance Defect	Software	No Resolution Specified	Features	No Defect		false
84437875	Phone does not have GPS!!! FALSE Advertising cannot not get any gps.I brought it just for GPS. AND ALL I GOT is a fat LIE!!!!. AMAZON should  be reliable for having  seller that falsely advertise.. shame, shame on you AMAZON!!! I blame for having a servic 	belijah3	11-18-2015 18:08:21	Complaint	Performance Defect	Software	No Resolution Specified	Applications	No Defect		false
81439289	I have had this phone for almost three years now, I have had to send in four to verizon to be swiched because of glitches. The QW, ASD and the send, speaker phone, top two shortcut keys, clear key and the end/power key in ALL of the phone I had to send ba 	belijah3	11-18-2015 18:08:21	Complaint	Performance Defect	Both	Return	Settings	Internal Hardware		false
23059995	This phone sucks, don't buy it.  I bought it because it was cheap and tried hard to ignore how much it sucked when I got it.  Then it just stopped working one day, and the pain was finally over. 	belijah3	11-18-2015 18:14:34	Complaint	Performance Defect	Both	Other	Hardware	Software		false
85948493	I liked the phone at first, but then one day it overheated and shut off for an hour. Every day after that, it would overheat 3 or 4 times a day. We returned it and got another one, and I've had it for about a month now. Its extremely slow, locks up consta 	belijah3	11-18-2015 18:14:34	Neutral	Performance Defect	Hardware	No Resolution Specified	Hardware	Internal Hardware		false
82365529	Good for when all you need is a little cheap phone.  Not a smart phone, nor is it for people that want to impress.  Good enough quality to save me some money now that every thing cost too much. 	belijah3	11-18-2015 18:14:34	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
79481165	I love love love this phone. I upgraded from  my note 2 to the note 3.  Great for taking pictures,  multi tasking and very user friendly! Best smart phone I have ever owned, hands down. 	belijah3	11-18-2015 18:14:34	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
62364606	the product has an horrible touch screen u need to slide it over 15 times to unlock or anything u do the seller didn't write it in the product details do not buy it u will regret it!! i have never had such an horrible phone!! 	belijah3	11-18-2015 18:14:34	Complaint	Performance Defect	Hardware	No Resolution Specified	Hardware	Display		false
44707428	Lento 	belijah3	11-18-2015 20:01:27	No Defect	No Defect	No Defect	No Defect	No Defect	No Defect	i dont know what this means	false
78101794	We needed a replacement phone, and this one by far has been the best phone we have purchased ! Everything works great and havnt had any problems w/ it. Would purchase again, and again, and again. if I had to :-) !! 	belijah3	11-18-2015 20:01:27	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
87079832	Bougth this phone for many reasons especially to play the radio. My friend likes it and would recommend to all. 	belijah3	11-18-2015 20:01:27	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
80745840	Equipo totalmente dantilde;ado, reparado, con repuestos de mala calidad, deberiacute;an sancionar al vendedor... fui victima de una estafa! espero todos los futuros compradores vean esto! 	belijah3	11-18-2015 20:01:27	No Defect	No Defect	No Defect	No Defect	No Defect	No Defect	Spanish	false
83348150	VERY GOOD PHONE. GREAT PRICE. WORLD BEST KEYBOARD. NO ANDROID. APPLICATIONS WELL DO THE JOB. TELEPHONE BOOK NOT LIKE ME. THE WIFI IS GOOD. FM RADIO IS VERY GOOD. THE MP3 PLAYER IS VERY GOOD, TOO. HIGHLY RECOMMENDED.MUY BUEN TELEFONO. EXCELENTE PRECIO. EL  	belijah3	11-18-2015 20:01:27	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
1234466	I loved this phone but had to return it due to two issues:1. Battery life was terrible and barely lasted my workday.2. The alarm failed to go off three times in the week and a half I had it, making me late to work. That was the dealbreaker. I researched t 	belijah3	11-18-2015 20:02:51	Neutral	Performance Defect	Both	No Resolution Specified	Operating System	Internal Hardware		false
32239232	I love love loved the phone!Ordered phone receive it after two day. phone works great. Best phone i bought so far highly recommend this phone to everyone 	belijah3	11-18-2015 20:02:51	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
51485292	My tracfone has good reception. i like that it has free call waiting and free caller id. if you haven't activated your tracfone yet then the 'refer a friend program' will give each of us 100 free minutes. please send me an email and i will send you a fast 	belijah3	11-18-2015 20:02:51	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
27914819	Don't waste your time with this phone.  It constantly turns itself off for no reason.  The sound settings don't work.  Sometimes it rings full blast regardless of your volume settings.  The email function is a joke.  There seems to be no way to stop it fr 	belijah3	11-18-2015 20:02:51	Complaint	Performance Defect	Both	No Resolution Specified	Settings	Internal Hardware		false
43057469	I got the Galaxy SIII but not the one I needed, when I searched for it I wrote Samsung s3 unlocked CDMA so as Im not in the phone industry as most of the people, I didn't know if it was the one I needed or not so when I tried to use it in Mexico (where I  	belijah3	11-18-2015 20:02:51	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
86879847	Excelente telefono ,,.... 	belijah3	11-18-2015 20:04:42	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect	Spanish	false
42642704	Great smartphone, cheap price. I am very happy with it. It is beautiful and works really good. I run some heavy games and it worked really fine. Great Choice! 	belijah3	11-18-2015 20:04:42	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
63304635	Don't buy this phone...battery last no more than 4 hours even with all apps turned off. the problem is that the battery is embedded in the phone and cannot be replaced. Awful. 	belijah3	11-18-2015 20:04:42	Complaint	Performance Defect	Hardware	Other	No Defect	Internal Hardware		false
31984004	Pros: Awesome keyboard - If you're a keyboard fan, this can't be beat.Size - For me, it's the perfect size.  I like that it's not as big as other Verizon phones, yet still has a very impressive display.Battery life - I don't live in a 4G environment, but  	belijah3	11-18-2015 20:04:42	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
25222480	As much as I hate to leave a bad review, don't buy this phone. I went through two of these phones in less than 8 months. It was a decent enough little phone, but there is a manufacturing defect and the sliding mechanism WILL break and the screen part will 	belijah3	11-18-2015 20:04:42	Complaint	Performance Defect	Hardware	No Resolution Specified	Hardware	Encolusre		false
55355395	It constantly froze on me and the battery had water damage when I got it so I had to buy a new phone 	belijah3	11-18-2015 20:06:35	Complaint	Performance Defect	Hardware	No Resolution Specified	No Defect	Internal Hardware		false
284610	what i ask for in a blackberry am enjoying all the apps,game internet ,utube all in jus one click.thank u 	belijah3	11-18-2015 20:06:35	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
