DataSet Entry ID	Text	Tagger Pid	Date	Defect Severity	Injury Timing	User Expertise	DERIVED-Defect	Comment	Authority?
29480782	Ordered the Hitachi 23 Ga pin nailer to attach decorative trim to the front of a buffet my wife was refinishing.  Worked exactly as I hoped it would.  Required no adjustments out of the box and set every nail below the surface.  I will add that I followed the advice of fellow woodworkers and bought good quality (Grex) 23 ga nails to use in this pin nailer.  I have DeWalt and Porter Cable finish nailers and narrow staplers and this Hitachi is of same or better quality. 	trangp	10-19-2015 20:48:40	No Defect		Indeterminate	No		false
45938025	Love this saw.specialy for crown molding .and with the speed to do cuts on borads .when I have to do cuts it only takes me a few second to perform the cut 	trangp	10-19-2015 20:48:40	No Defect		Indeterminate	No		false
39110225	After burning up several small diameter masonry bits (5/32#34;) using a yellow and black hammer drill and getting nowhere with the job, I saw this drill on Amazon and at the price I figured I might as well chance buying it.  The price was slightly higher than what it would cost to rent a SDS drill but I figured after the cost of driving to and from the rental store, it would be a wash.  The drill arrived when Amazon predicted it would.  I was able to drill four holes into a poured concrete floor faster than I did with the hammer drill.I wouldn't hesitate to buy it again. 	trangp	10-19-2015 20:48:40	No Defect		Indeterminate	No		false
36461872	I bought this stapler reburbished. It came from Bigsky tools through Amazon. The stapler looked bran new, the storage case too. It works flawlessly. Very powerful. Best of all, no plastic parts on this baby. the magazine, holding the staples is all steel construction. 	trangp	10-19-2015 20:48:40	No Defect		Indeterminate	No		false
42178910	Love this set - got it on sale at a GREAT price. Has everything you need and all the power needed to get the job done. Recommended. 	trangp	10-19-2015 20:48:40	No Defect		Indeterminate	No		false
23138844	The only reason it gets four stars is I could not afford the foot actuated machine.  I connected the machine to my shop air system and off we went. I also built a table for machine to punch larger panels. 	trangp	10-19-2015 20:49:40	No Defect		Indeterminate	No		false
40944419	Like many people, i use tools from time to time around the house, so there is no point in buying a $300 tool when one like this is available. so far i have used it on 3 projects, and it's still going strong. It does warm up, so i use it for 5 mins then let it rest for 10... then use again.This is no Bosch, but it great for the price. If you are building a house, buy an expensive one.. If you are working on a few small projects, this is great 	trangp	10-19-2015 20:49:40	No Defect		Indeterminate	No		false
43827897	My personal use for this is in a dentist office. Not bad for what you pay for I guess but dont plan on holding a convo over this machine while it is running. 	trangp	10-19-2015 20:49:40	No Defect		Indeterminate	No		false
46334569	Very hard to put the case on the gun...but I guess that's what protects it. Glad they sent everything all in one box (Aircat 1150 and the cover case) 	trangp	10-19-2015 20:49:40	No Defect		Indeterminate	No		false
47528708	I have had this air compressor in my workshop for two years. I have used it maybe 20 hours. I started it up and was blowing some wood dust and pop something broke. I found a plastic cap and spring that had blown off the back of the pressure manifold. This should never have been made of cheap plastic. I own many tools and have had them for years without a problem. They all look like new. I brought this one in for repair and the man said it must still be under warranty it looks new. Take my advice do not buy Hitachi. 	trangp	10-19-2015 20:49:40	Performance Defect		Indeterminate	Yes		false
47503071	Top tool ; The price is fantastic; I have seen same tool for 5 times the cost;If you don't have one of these tools ,get one now ;this is a very good tool for dry wall and wood cuting in tight spots and with accurcy.very good buy. 	trangp	10-19-2015 20:50:49	No Defect		Indeterminate	No		false
26007861	So I bought this thing mainly for cleaning out my snake cage. I used it twice before it just quit sucking. No idea what is wrong with it. It does not appear to be jammed or anything. Now it just sits in the corner until I decide if I want to fix it or just throw it out. Don't go the cheap route and get this one. If you can't afford a better one than save up! 	trangp	10-19-2015 20:50:49	Performance Defect		Indeterminate	Yes		false
33421815	I'll admit up front that I haven't touched the wine bottle opener bit - I got this purely to use as a screwdriver because I need a compact but powerful rechargeable screwdriver around the house. And the main point that was appealing to me with this unit is the fact that it's powered by a lithium ion battery. I know now, after having suffered with other battery types (nicad, I believe) that lithium ion is the way to go because, once charged, they hold a solid charge for a long time. And true to form, this little driver has been sitting around, doing light duty - a quick tighten here and there - and still has as much drive-force as the moment it came off the charger. And this is a good couple months after I got it. Sure, when the battery runs out of juice, it'll just go, as lithium ion batteries run and run and run and then it's just kaputt, but that's good. I'd rather that than a gradual decline where there's a small window of good power and the screwdriver becomes more and more useless over time. I'm sure anyone who's used rechargeable screwdrivers is nodding their head at memories of small projects where those last screws are put in by turning that whole screwgun's mostly powerless body with the motor groaning. The battery, for those looking for this info, takes 3-5 hours to charge, according to the manual. Mine had a charge when I got it, so it didn't need a full charge.It's laid out very intelligently, with the forward/backward switch placed right where your thumb or finger can reach it when you're holding it, and has a bright amber light aimed at your screw head. It's got a lot of torque for such a small driver, but it does have its limits. Don't expect to build a cabinet with this thing, is what I'm saying. I haven't done any major jobs with it, but it's strong enough for most home jobs, but you'll want the big tools for heavy work.It comes with the obvious wine bottle opener, a foil cutter, and a chromed-metal rubber bottle stopper in addition to the actual useful, you know, *tools* - a small selection of bits held in a rubbery container. They're all the standard 1/4 inch hex size (if I'm not mistaken) so any other heads you have that fit will also work in this driver provided they are short enough to fit in the barrel. But there's one small nit to pick, and that is that in all the little extras they pack in they couldn't manage to offer *some* kind of case to hold all of this stuff. What am I supposed to do with all of this? I take it out and it all wanders around drawers, eventually getting lost. I won't be too upset losing the wine bottle parts, but I won't be very happy to lose the driver bits - but luckily my other driver heads fit in here. 	trangp	10-19-2015 20:50:49	No Defect		Indeterminate	No		false
35176176	Dewalt seems to be reliable tool manufacturer, we use their drills, cutoff/grinder and sawsall. I have had good luck in the past with the 18 volt cordless drills.Amazon was easy to work with shipped quick. 	trangp	10-19-2015 20:50:49	No Defect		Indeterminate	No		false
37337480	Right out of the box you can feel the quality. This compressor is not for lugging around all day long. Unlike other posts, gauges came intact, and ups did a great job on the shipping. Was not to thrilled about the oil dipstick,It was difficult to screw in without cross threading, and is difficult to read oil level. A sight glass would have been a welcome addition. I have used this compressor about a dozen times for simple shop tasks, inflating, cleaning and it handles my 1/2 impact for tire removal. Pump up time is minimal, about a minute and a half, and recovery time is 20 to 30 seconds. I was surprised at how quiet this compressor is. This is my first oil filled compressor. I did alot of research between brands and prices and for the money I would definately recommend it. 	trangp	10-19-2015 20:50:49	No Defect		Indeterminate	No		false
24849015	the black and decker 7.2 volt drill isn't the most powerful drill but it is perfect for assembling furniture or for mounting frames and mirrors. A real help around the home. Packs more power than it looks. 	trangp	10-19-2015 20:52:06	No Defect		Indeterminate	No		false
57480127	This was okay for a small job.  The blade dulled very quickly.  Having a difficult time finding a replacement blade. 	trangp	10-19-2015 20:52:06	Performance Defect		Indeterminate	Yes		false
82048312	What can't you do with a dremel? I use this thing so much it's hard to image what I did before I had it. 	trangp	10-19-2015 20:52:06	No Defect		Indeterminate	No		false
25096532	Although I got this product at a great sale price, I was a little disappointed with the description provided in the ad. It did not state this dremel tool is at the low end of the series. The person who I gave this to as a gift seemed happy with it so I guess it worked out in the end. Even so, I think the descriptions should be more detailed for those of us who are not tool experts. 	trangp	10-19-2015 20:52:06	No Defect		Indeterminate	No		false
47301022	So far so good.  I bought this to get to a hard to reach spot on our Volvo and it worked like a champ.  It's small in size but feels heavy and of good quality. 	trangp	10-19-2015 20:52:06	No Defect		Indeterminate	No		false
41415235	The infeed / outfeed tables attach easily to the DeWalt DW735 planer, but you must install them before you bolt the planer down to the table.  I didn't.  ;-)  That's not a complaint, but a note to future purchasers.The tables fold up out of the way easily, and can be easily removed and reinstalled, once the mounting studs have been installed in the planer base.The tables are useful as work supports, but they do not lie in the same plane as the planer's cast iron base.  They droop a little, meaning they do not provide the protection against snipe, that I had hoped they would.  I think they can be modified, with a couple of jack screws to better support the tables, aligning them with the planer base.  One more thing to do. 	trangp	10-19-2015 20:52:51	No Defect		Indeterminate	No		false
23971029	We gave this to our adult son for a birthday present.  He said it was a great gift, very dependable.  He uses it in a variety of situations, and it has never failed him.  I like to give guys practical gifts, and this is a great one. 	trangp	10-19-2015 20:52:51	No Defect		Indeterminate	No		false
50912556	I have 2 other multi-tools, a Craftsman which I have used extensively and had good luck with, then I purchased this Porter-Cable and have been very pleased. It has great power with the 3 amp motor. I do a lot of detail sanding and it is just great. Easy to handle plenty of power and the tool less blade change is great. Very durable tool I would highly recommend. For the money it can not be beat. 	trangp	10-19-2015 20:52:51	No Defect		Indeterminate	No		false
44230886	IS PERFECT FOR SMALLER JOBS, PORTABLE AND POWERFUL. I WILL GET ANOTHER SOON JUST FOR USING ON OUTSIDE JOBS. VERY SATIDFIED. 	trangp	10-19-2015 20:52:51	No Defect		Indeterminate	No		false
39748475	I've never owned a canister (hot dog or pancake) compressor and enjoy the number of uses it provides.  Good for blowing out air filters, debris from keyboards, filling balls and tires etc.  I'm still looking for more uses.  The little compressor has trouble keeping up pressure if you are using it a lot but if you're patient it's not a problem. 	trangp	10-19-2015 20:52:51	No Defect		Indeterminate	No		false
56480696	Tiny without any power. Head gets hot after 5 seconds of using. Its a1/4 inch ratchet with a 3/8 head. 	trangp	10-19-2015 20:53:45	Performance Defect		Indeterminate	Yes	Not sure if these are actual defects or if they are just opinions of the user	false
36515151	As I stare at my box full of old cordless drills and their depleted NiCad batteries, I can only wish that this drill was available much earlier. After retiring my DeWalts and Makita's and realizing that there is no shame in using an extension cord, I vowed never to throw money away again at a cordless and their overpriced NiCad batteries.Forced into a job site with no power, I purchased this drill from Amazon at a good price and put it through its paces with a variety of drill loads. Some specifics:1) The first impression has to be its small size, weight, quality of feel, balance. Obvious quality of materials and manufacturing.2)The chuck has to be the best that I have ever used. Easiest to change bits, extremely tight grip on both small (1/16) and large bits. Outstanding engineering concept and achievement.3) Speed control has two ranges and mesh perfectly from slow driver speed to fast drilling. Excellent trigger feel and response.4) And now the power. Don't even think of stalling this brute. The 3.5AH NiMH batteries have incredible reserve and recharge capablity. The charger is well designed and will quickly charge a depleted battery. These batteries seem to last all day.If you are thinking of a (the) top quality cordless drill that will last for many years and handle any job, this is the obvious choice. Well worth the cost, which is price competitive with the other 15-18v drill selections.You deserve this !! 	trangp	10-19-2015 20:53:45	No Defect		Indeterminate	No		false
22450733	I've needed a new jig saw for quite some time, since my old one gave up the ghost. But not being a serious woodworker, it was something I just wouldn't commit myself to buying. Not because I didn't need one (ask the folks I've borrowed one from), but because I just didn't have the time to sort through all the ins-and-outs of jig saws. What speed? How many amps? What tools did I need to go with it?Well, if you need a good jig saw for those around-the-house projects such as building shelves, etc., look no more! As noted in the details, the 6amp JS680V Jigsaw will deliver any cut you need in almost any material that can be cut! Unsure what speed setting you need? It's easy with the Smart-Select Dial, which allows you to just set it for the project you need, and the saw automatically adjusts its speed. This was awesome for me, because I don't like looking at my tools wondering where I put the manual or what a certain setting is for. Keep in mind, this is NOT a band saw. But it will make some nice cuts where you need them. Some may say that this does not compare to a $200 DeWalt or Makita, but to me I don't need that level of a saw. The Black  Decker JS680V does the same thing those saws do for a third of the price!This saw also comes with the LineFinder system, which is a rather unique concept. Instead of using the traditional laser, which of course can't follow curves, the linefinder consists of a special UV-type pen that looks like a highlighter. The light on the saw illuminates the lines that you draw on your project almost like a blacklight. It's actually pretty impressive. I can't say how well it will hold up, long term, or how much a replacement pen will cost, but I'm hopeful it will hold up. I can see it being especially helpful when making curvy cuts.As noted, the JS680V Jigsaw feels very durable and well-built. It has rubber gripping along the handle, which allows for a solid grip while using it. It also has a cast shoe, which seems as solid as any other brand I checked out. The shoe is then covered with heavy plastic so it glides smoothly. And you don't need any special tools to change out the blades, which is nice. The saw is weighty, but is not too heavy in the hands for most folks to use.Finally, as a casual user, there are two small features that I really like: first, the saw comes with a magnetic on board blade storage that will hold 3 blades. It's basically a little storage compartment on the side. So no more digging around wondering where I put that extra blade! The other feature is that you can easily change the angle adjustment, and it has bevel markings that show you the bevel (15/30/45) through an indicator window, taking the guess-work out of whether you have it set right.Overall, you will not be disappointed with this saw. I really feel that Black  Decker has stepped up the quality of their products lately, and the JS680V Jigsaw demonstrates this as well as anything. The only thing that I can see that would add to the overall value would be for BD; to include cutting blades for metal or plastic (it comes with a blade for wood), and a kit box for storage. As it stands, you have to find someplace to put it when not in use, which of course requires that you remove the blade so it doesn't get broken or you don't get cut. 	trangp	10-19-2015 20:53:45	No Defect		Indeterminate	No		false
53027015	This planer is a wonderful addition to my collection of Delta woodworking tools.  I purchased 4 days ago and have already run through about 60 bd.ft. of white birch.  The results are among the best I've produced and I can't believe I've attempted furniture building without this machine.  Like most reviewers, I found the 2-speed option mostly trivial and just leave it on the 90 cpi setting.  The manual is quite good (as most Delta manuals are) and I was cutting wood within an hour of bringing it home.  For a perfectly smooth finish, you'll want to take off another 1/64th with a cabinet scraper.  The results using the planer and scraper produced simply luscious results that require me to give this machine 5 stars.  Excellent! 	trangp	10-19-2015 20:53:45	No Defect		Indeterminate	No		false
60562268	Good tool.  Good power. Excellent safety.  Went through 5/8 plywood and OSB just fine. Safety is designed and placed where thumb rides naturally.  Thank you Milwaukee. 	trangp	10-19-2015 20:53:45	No Defect		Indeterminate	No		false
49433235	I do some woodworking and this little baby is perfect for my needs. Nice and little but powerful enough to do the job well! I would recommend this saw to anyone who needs a powerful tool but in a small size. 	trangp	10-19-2015 20:55:13	No Defect		Indeterminate	No		false
31239860	I've been lucky with all the Bosch products I've purchased. They're well made and solid. Feel good in the hand and to the job effectively . This is no exception. Looked at the other more expensive 23 gauge nailers, but this one had all the features and the Bosch name, which carries a lot of weight with me. 	trangp	10-19-2015 20:55:13	No Defect		Indeterminate	No		false
27660993	We bought this kit to do pinewood derby work with cub scouts and it works great. It comes with lots of attachments that you typically pay extra for if you were to buy it from Dremel.  The plastic is a little cheaper than some other rotary tools I've seen, but seems to be solid overall.The one negative I have is that the cut-off wheel guard shown in the pictures is not included in the kit. The manual contains a coupon that you can use to save $10 on ordering it from the manufacturer. 	trangp	10-19-2015 20:55:13	No Defect		Indeterminate	No		false
26549089	I bought this to replace my 25 year old SKIL adapter that walked off.  The Bosch unit is just as nice, if not nicer for fit and finish. 	trangp	10-19-2015 20:55:13	No Defect		Indeterminate	No		false
61271721	I've not had the opportunity to use the drill much yet.  If in five years it's still performing as well as it is now, it will definitely get that last star.  The keyless chuck works well and is easy to use.  The trigger has a sensitivity that allows quite a range of speeds.  A longer cord would be nice, but there's enough room in the case for an extension cord.  So far I'm happy with the drill.  Perhaps if I were less of a cynic, I would give the drill five stars. 	trangp	10-19-2015 20:55:13	No Defect		Indeterminate	No		false
38207296	The rotary cut-out tool I purchased (9/2013), Type 3 as stated on tool lable, was recalled in 2006.  To make this machine perform correctly I was asked by DeWalt to contact an authorised repair center to have it rebuilt. No thank you. Obsolete piece of equipment was returned without ever being used. 	trangp	10-19-2015 20:56:18	Performance Defect		Indeterminate	Yes		false
45222019	We bought this, then returned it. The last owner of our home had laid tile without taking up the baseboards. They were nailed in below the tile line and we couldn't get them out. We purchased this tool because it was recommended for this particular job. Unfortunately, I thought my house was going to burn down from the heat and smell of cutting. We called the company to see if we were doing it wrong. They suggested that we do the job at a higher speed, but it didn't do the trick. Sent it back. 	trangp	10-19-2015 20:56:18	No Defect		Indeterminate	No	Not sure if the smell and heat is a defect or just an opinion of the user	false
46846189	pretty good drill i just had one problem it smelled like cigarettes smoke,other thenthat nice dill for the price. 	trangp	10-19-2015 20:56:18	No Defect		Indeterminate	No		false
34729955	Recently found a slick deal on this drill and had wanted a Lithium-Ion with a little more grunt then my BD firestorm (it recently found difficult times drilling through angle iron).  This drill really is a good performer at the price.  I would compare the quality to that of Dewalt so far.  I didn't have the chuck issues the other reviewer had.  At the same time I ended up buying the 7-piece compact set.  The tools in that are slightly lower quality but again, very high.  No issues with them.  The lifetime battery replacement is what really sold me!  It is a little sketchy though on the terms... need original proof of purchase and can change terms of the program at any time.  I also registered each part as 1-piece for the warranty within the 90 day period. 	trangp	10-19-2015 20:56:18	No Defect		Indeterminate	No		false
48684376	I have had my sander now for nearly 3 years.  i have beat the crap out of it sanding  very large projects.  i replaced the brushes once.  tracking has been fairly good with the belts. the only problem is it heating up.  good to use in the winter--it keeps your hand warm.  otherwise i hold it by the front handle and the cord as the body is too hot to hold.  for what i use it for  there is no other sander on the market i could switch to, so i will buy another when this one finally dies (it is on it's way).  i will give it a proper burial as it has been a fine assistant in my work.  if they could fix the heating up issue they would have a great little sander. 	trangp	10-19-2015 20:56:18	No Defect		Indeterminate	No		false
54052861	the size is just right for my use.i will say it is ideal  tool for small jobs in tight areas 	trangp	10-19-2015 20:58:00	No Defect		Indeterminate	No		false
39376097	What a great tool.  There are so many projects that makes a project go fast when you have the right tool and this is one of those.  I was installing a roll out pantry and the bracket needed to telescope underneath the pantry.  The bracket was hitting the lower cabinet sill.  A quick bit installation for a right cut, then adjust the bit for the left cut, adjust again for planing the center and it was done.  I keep watching for the new tools to come out so I can have the right tool for the next project... 	trangp	10-19-2015 20:58:00	No Defect		Indeterminate	No		false
22906825	in the time i bought my home and began to remodel it i found that many of my tools was getting dull, trying to sharpen case harden metals with a file wasn't getting the job done  so i started looking for a bench grinder and settled on the shop fox m1051-6, to my amazement it handled every sharping job i had to do, so a friend came over just the other day seem mine and ran out and bought one for his home shop, never again will i be caught with out a bench grinder,  thank you amazon for the price, that made the difference also......a.l. harris................raleigh, n.c. 	trangp	10-19-2015 20:58:00	No Defect		Indeterminate	No		false
22451385	Impact driver is a monster!  Can't believe I never owned one before.  Once you use the impact driver you will never drive another screw with a regular drill again.  Great value for $200.  My cousin has the makita fullsize (not compact) lithium ion set and it has a bit more power but costs over $100 more.  If your deciding between any other set you get the most value with Milwaukee. 	trangp	10-19-2015 20:58:00	No Defect		Indeterminate	No		false
30589996	So far works great on my 3/4 oak.. Much better than any rentals I have used. 	trangp	10-19-2015 20:58:00	No Defect		Indeterminate	No		false
43969537	Very happy with the nail gun and the compressor,  Senco makes great tools, I own many of them.BOB 	trangp	10-19-2015 21:03:50	No Defect		Indeterminate	No		false
39968768	This portable compressor meets all of my expectations,it has plenty of air to run all my nail guns ,including my framer.It is fairly quite,and not too heavy to lug around.perfect for those jobs away from the shop!! 	trangp	10-19-2015 21:03:50	No Defect		Indeterminate	No		false
31376827	My Harbor Freight 29 dollar buffer died.  I liked it.  Brush's went and could not get them replaced.  It had a handle on it, and other things.  When I went back to HF, they no longer carried it and none had a handle.  Use it on my boat in the water, handle is a good think.  The Kawasaki is the identical product, just green and costs 3x more.  Works great, but way too expensive.  Like the 29 buck price better 	trangp	10-19-2015 21:03:50	No Defect		Indeterminate	No		false
35877241	I had this saw for years now. Its heavy but then again, once you see the metal case you should not expect any less. The unit purrs as it makes short work of nails, ply, studs, metal pipe, roots, pvc, fencing, posts ... yeah, your fingers if you're not careful.I love the power, the control switch, variable speed and orbital blade control.  Its all about control and calculation at work, safety.Changing the blade is easy even when hot thanks to the rubber cover.  The handle is nice and the rubber part on the front makes it for a natural grip.  Its a comfortable tool as long as its used properly as it is powerful as well as heavy.If you're a homeowner, it will probably be a little much but if you're starting to get into the trades or are in the trades, we all know Milwaukee has legendary sawalls but I would say the JR3070 gives you a lot more for the buck with a cool look to add to the mix.  Get some lenox blades and you'll be bringing the thunder to the jobsite, friends.  Good times. 	trangp	10-19-2015 21:03:50	No Defect		Indeterminate	No		false
45991625	I expected as an early father's day gift from family to daddy something nice, but had no idea that it would be so soon! 	trangp	10-19-2015 21:03:50	No Defect		Indeterminate	No		false
51549256	This was the perfect drill for my needs, also at a great price. Highly recommend this product to anyone looking for a sturdy, solidly made drill. 	trangp	10-19-2015 21:12:29	No Defect		Indeterminate	No		false
36595133	I have not used this drill much yet. Tightening or more precisely untightening bits is strange. Not used to it yet. Upon examining drill upon receipt, found one electrical flaw. Work LED will not go off. While LEDs draw very little power, I am removing battery whenever not in use to make that draw zero. Notified CPO next day. No response in 2 months. A minor thing for an otherwise potentially good drill. 	trangp	10-19-2015 21:12:29	Performance Defect		Indeterminate	Yes		false
29677143	gyroscopic....what a concept.  just a flick of the wrist changes directions...never had such a handy thing. and yellow to boot. this screw driver is on my top 10 favorite tools list. 	trangp	10-19-2015 21:12:29	No Defect		Indeterminate	No		false
58071805	This product did everything I hoped it would do.  I am well pleased with my purchase.  In the end, it was cheaper for me to buy this one than rent one for 4 days. 	trangp	10-19-2015 21:12:29	No Defect		Indeterminate	No		false
44152821	No complaints on this, arrived quickly, works well, speed is easily controlled with feathering of the trigger, usually find CP tools pretty reliable and decent quality, the tool is made in taiwan, happy enough with it. 	trangp	10-19-2015 21:12:29	No Defect		Indeterminate	No		false
40551917	First I bought here on ToolCrib the Bosch 3727DEVS 6 and Bosch 3725DEVS 5 random orbital sanders and loved them. They are both good tools. I manufacture R/C model sailboats out of fiberglass and I have used them every day for a year now and they are excellent. So.. when DeWalt ran their special last month for $250.00+ purchase I need to fill out my order and I picked up a RECONDITIONED DW423KR 5.I did not expect it to be as good as the Bosch...  WHAT A SURPRISE I received! It is smaller and lighter than the Bosch sanders, and does not have the added handle they have which means it can get into tighter areas... but then does not have the pure power of being able to manhandle it because of the missing handles. ok,... it is as smoooooth as the Bosch 6 which has the extra ballbearing set the Bosch 5 does not. Power? The DeWalt is ever bit the heavy duty tool they say it is packed into that little frame and it came with it's own case/box which is always a plus with me.The DW423KR uses the same hook/loop paper you use on your other 5 sanders and has the same 8 hole dust removal pattern. A small shopvac will take the dust right off the project surface when you mount it to the dust exhaust.The only thing I can knock the DW423KR on is that while it is a variable speed tool... it is basically variable between medium and high... there is not much if any range in a low or slow speed.... so you have to back off your grit instead of just backing the speed way down. Other than that.. it is almost a magic wand that makes the errors go away. 	trangp	10-19-2015 21:13:43	No Defect		Indeterminate	No		false
60774305	i just needed this to drill through glass without breaking it, and it did the job, the baterie last a pretty long time 	trangp	10-19-2015 21:13:43	No Defect		Indeterminate	No		false
29983463	The Vacuum works well, but when I received it, it was very dirty.  The filters inside were full of dirt.  It looked VERY USED.  I expected it to be clean and not so used. 	trangp	10-19-2015 21:13:43	No Defect		Indeterminate	No		false
58431207	Three full seasons of the year either my husband or I have to use a shop vac to get leaves and other natural debris out of our garage.  We keep the door to the garage open all day because that is our easiest access into the house, but this is also allowing all kinds of things to blow in the garage and potentially become a hazard.  The old vacuum we have been using for years finally gave up the pitiful little bit of suction it came with and had become nothing more than something sitting in the corner.  We are both very well pleased with our new Workshop wet/dry vac.The instruction manual which comes with the vacuum is adequate because only the casters and caster covers actually need to be assembled.  The caster covers have indentations where you can park the utility pieces like extra nozzles and extension wands plus there are four more indentations on the top of the 16 gallon capacity unit.  The pleated paper filter for dry vacuuming is already installed and can be used for a very small amount of liquid pick-up.  Any large amount of liquid removal will necessitate you installing a different filter made specifically for wet material removal.  That wet filter is not included with the unit and a visit to the product website shows the filter will cost around $22 extra.  The 12 gallon unit can be used with the included dust bag, but that option is not available on the 16 gallon unit.  By moving the hose to the exhaust port you can use the vacuum as a blower.  There are three attachments: utility nozzle, wet nozzle, and car nozzle plus two extension wands.  The car nozzle is really quite handy to have and we have used it along with the basic utility nozzle.  Included also is something called a locking sleeve (a rubber type tube) to add extra strength in accessory connections.  Wow, would I ever love to be able to watch a video of how in heck that thing is supposed to be utilized.  Maybe I should have gone looking to see if there is a YouTube video?  We finally gave up and resorted to our tried-and-true method for keeping the sections of extra wands and hose connected.This is a wet/dry vacuum with a great deal of power.  It definitely lives up to the description of high capacity.  The unit is made in Mexico with the instruction manual written in English, Spanish, and French.  The casters roll very smoothly so it is easy to pull the vacuum along with you as you work.  The hose snaps securely to the inlet of the vac and detaches simply by pressing on the red release.  There is an on/off red toggle switch.  Removing the top completely is the way to empty the drum and there is a drain very low on the bottom of the drum for easy emptying of liquids.  The machine does make quite a lot of noise when it is turned on so any extended use would require ear protection.  We are enjoying using this machine...well, as much as we can enjoy having to go out and vacuum the garage almost every day.  At least it is comforting to know that the vacuum is powerful and we can get the job done efficiently and then move on to doing something more interesting. 	trangp	10-19-2015 21:13:43	No Defect		Indeterminate	No		false
29838904	I read the reviews posted on this sander, and they pretty well outlined what to expect.  The Bosch 1276D is heavy and powerful.  It is a perfect addition to my wood work tools as I have a light weight belt sander for the little jobs. Much more sander than what I need, but perfect for the big jobs, and no worry of hurting it for lack of power.  For the price it is better than what I had expected.  Don't get hooked into some of the so called rebuilt-refurbished companies that charge more than the new price.  Cheaper by far than any of the same models that I looked at on Ebay.  If you need a good HEAVY DUTY sander this is the one to pick.  Requires some strong arms to use and control it. The exhaust could have been vented the other direction, but I still give it a 5 star.  Also five stars to the seller for fast shipping-good price and good communication with a UPS tracking number. 	trangp	10-19-2015 21:13:43	No Defect		Indeterminate	No		false
27898269	Went together easy. Works fine. Hope to have it for a long time. No problems. Would order it again. thanks 	trangp	10-19-2015 21:15:10	No Defect		Indeterminate	No		false
48680508	Sears wanted double the price for this switch.  Very easy to install and saved some money.  My Tablesaw is back up and running again. 	trangp	10-19-2015 21:15:10	No Defect		Indeterminate	No		false
57454358	Just as advertised - like new, clean, works like a champ.  If you want a basic circular saw this is nicely made and I am glad I bought it. If it is all you have for cutting - you might step up and get one that has a bit more in the way of solid adjustments.  For the kind of stuff I use a hand-held circular saw for - this is perfect. 	trangp	10-19-2015 21:15:10	No Defect		Indeterminate	No		false
44846442	I have one of these saws. The shoe will not stay square to the  blade. I took it apart to see if I could fix it, but the metal piece that the shoe connects is just mount in a slot formed in each side of the shells. This is a bad saw. I've had other saws that I paid less money for that performed better. 	trangp	10-19-2015 21:15:10	No Defect		Indeterminate	No		false
42975714	The saw is well-built and light. The storage case (included) is a reasonable quality and has space for a couple of extra blades. The saw is easy to adjust, has good power, and the included blade did a quick job on the tropical hard-wood I used on my deck. Overall the saw represents a good value for the price. If you are an occasional DIY user, this saw will likely last you a long time. 	trangp	10-19-2015 21:15:10	No Defect		Indeterminate	No		false
25237267	I paid $104 for this impact driver which was not too bad.  However, I saw it in a hardware store (not a discount place) for $99.  But what really got me was that the $99 one was a newer model with a light.  This was a third party seller, and they are selling out of date products. 	trangp	10-19-2015 21:15:53	No Defect		Indeterminate	No		false
58200533	He is very happy with it. Most of his tools seem to end up at Son's house. I guess we should ask him. 	trangp	10-19-2015 21:15:53	No Defect		Indeterminate	No		false
