DataSet Entry ID	Text	Tagger Pid	Date	Defect Severity	Injury Timing	Defective Component	Complaint Type	DERIVED-Defect	Comment	Authority?
64070312	Most horrible experience ever with an appliance. Three service calls due to no heated water in cycle so dishes never got clean. Awful spray arm design as they clog up very easily. No one could find the problem. Bosch told us we didn't know how to load a dishwasher and refused to replace it. We are trashing it after two years of struggling and are researching others. We were so happy to have bought a Bosch after all the hype but wasted our money plus received very rude customer service. So disappointing. 	meg13	10-22-2015 12:47:55	Performance Defect		SprayArm Component Defect	Cleanliness Complaint	Yes		false
40789015	The washer was easy to hook up and works great.  I have even been able to larger items in the washer.  I have an older apt. so it doesn't fit under the cabinets so my only complaint is I can't put it right where I wanted it. 	meg13	10-22-2015 12:50:47	No Defect		No Component Defect	Other Complaint	No	doesn't fit in kitchen well	false
61171902	We got this dishwasher specifically because we wanted one that was super quiet.  It's definitely quiet -- we run it after dinner and can't hear it 10 feet away in the living room.  But...we've had problems with it from the start.  The detergent dispenser didn't open at first and then we found that this is a common problem.  Kitchenaid dispatched someone to replace the component within a week of purchase.  So that was good.  But then we would run it and the detergent would be all clumped in the dispenser at the end of the cycle.  This happened every single time.  Then I finally figured out that the dispenser door can't open if you put anything of any height (like a full size plate, skillet, or cutting board).  Total design flaw, if you asked me.  Now that we make sure we put don't block the dispenser, the dishes come out clean.  With the 3 racks, it makes it hard to get in all the big stuff, and now I basically end up washing all the large skillets where in our previous dishwasher these would have fit in no problem.  Had I known all this, I might have chosen differently.Beth 	meg13	10-22-2015 12:50:47	Performance Defect		Other Component Defect	Multiple Complaints	Yes	design flaw with soap dispenser	false
36541647	When my GE Profile dishwasher that came with my house broke, I was *almost* happy because it meant that I could choose something much better.  And compared to the GE, this Bosch deserves ten stars.  It is so quiet that the only time I realize that it's running is when I'm close enough to hear the ticks and when it drains into my sink pipes.  At 46db, this machine is QUIET.  It has a stainless steel tub throughout, unlike the Ascenta line that uses a plastic bottom.  The top rack is adjustable; it has three positions, although you have to remove the rack and put it on the desired track -- not as easy to do as the top-of-the-line Kenmore Elite.The dishes come out incredibly clean.  There's no comparison to the GE.  Although Bosch dishwashers do not have a heated dry cycle, you can use the sanitize cycle for extra hot rinsing that basically accomplishes the same thing.  My dishes are just as dry as they were with the GE heated dry cycle.  The filter is easy to locate and remove/clean in the bottom of the dishwasher.  You should also know that newer Boschs require electrical work to install; this seems to be about to be discontinued because our installer did not have to change anything.  Either that, or our house is new enough.  Also, Bosch says that you MUST use a rinse agent even if your detergent capsule has it.  I suspect this is because of the non-heated drying that would otherwise cause spots.  If the machine detects that an empty rinse aid receptacle, then it automatically adds 30 minutes to the cycle.  (See below for details about cycle length.)Consumer Reports lists Bosch as the most reliable brand of dishwasher, with the fewest repairs, and that's the main reason I bought this.  But it helps that family and friends kept saying, Get a Bosch.  Any Bosch.  And of course, the quiet operation allows me to run it while we are watching TV or listening to music.There are a couple of things I don't like about it, though.  The cycle is waaaay too long.  At 2 hours and 30 minutes long (2 hr 8 min without the sanitation cycle), there seems to be no way to shorten it, even by following the manual's advice to run hot water through the sink first.  Really?  Apparently, there's another, more expensive model that has a speed cycle -- that would be worth it.  I also can't seem to get as many dishes loaded into this as I could in my GE.  I'm running it more often.  That's due primarily to the top rack which seems geared toward smaller glassware than we have.  Our big mugs and large-mouthed glasses can be placed in only some of the areas.No matter the drawbacks, however, my dishes come up spotless after a near-silent two hours.-- Debbie Lee Wesselmann 	meg13	10-22-2015 12:50:47	No Defect		No Component Defect	Multiple Complaints	No	No defect but complains of long cycle time and not fitting dishes well	false
21131646	The seller (NY appliance shop) was not particularly responsive when the item arrived with a dent on the side.  But instead of mailing it back (too big!) as they suggested and waiting another few weeks for another dishwasher, I decided to install it anyway, hoping it would work.  It did.  It is a perfect size for a couple like us.  We run it usually once per day.  We use Cascade Complete, as suggested.  In LA, we have hard water and mineral deposits.  Most of the time, there is not a problem, but if we need to, we just add Lemi Shine to the wash.  It's been over 6 monthes.  Great product, very happy. 	meg13	10-22-2015 12:50:47	No Defect		No Component Defect	No Complaint	No		false
33711705	When our previous Maytag dishwasher died after seven years, we replaced it with this one. However, we are very disappointed by the new inside design of the dishwasher. These are all changes from the model before:- The top shelf does not have space to accommodate taller glasses anymore.- The top shelf no longer has mini flip down shelves we used to use for longer cutlery...- The bottom spray arm is extended down at the back, blocking an area where dishes used to fit.- The soap dispenser is blocked if you put certain dishes (cutting board...) at the front left of the bottom shelf.The last Maytag had a way better inside design. We didn't inspect this one closely because it looked comparable at first glance. After using it for several weeks, we are extremely disappointed that it doesn't fit as many dishes and has to be loaded very carefully and in ways that waste a lot of space (tall glasses on bottom shelf...).I believe other dishwashers also offer a better warranty. If I had a second chance at this purchase, I'm not sure I would have bought this. 	meg13	10-22-2015 12:50:47	Performance Defect		No Component Defect	Multiple Complaints	Yes	design complaints	false
37173220	I love this dishwasher. It is quiet. You just hear the washer swishing. As long as I turn on the sanitizer, the dishes come out dry. The interior is smaller than other dishwashers, but I was aware of that and it didn't come as a surprise. We've had it for a month and it runs everyday. My husband installed it with no problem and no previous plumbing experience. It just took him some time. I spent about six months researching dishwashers. I was looking for a machine that was no louder than 50 decibels and a good value. This is the one I found. I am very sensitive to sound and at first I wished I had spent an extra $200 to $300 to get a 47 decibel machine, but now my ears don't even hear the water swishing.This was a purchase from Sears, not Amazon. 	ctress10	10-22-2015 12:51:17	No Defect		No Component Defect	No Complaint	No		false
48868865	I have never owned such a HORRIBLE dishwasher in my entire life! My last dishwasher was an Asko that we absolutely adored!!! To this day, I am so sorry we did not buy another Asko. I convinced so many friends over the 15 years we owned the Asko to buy one. When it finally came time to buy a new dishwasher, a repairman had mentioned that Asko's customer service was not what it used to be. I had researched Consumer's and this Bosch was highly rated. I will never use them again for an opinion! This dishwasher has no drying element and several items stay wet... get your dishtowel ready! I have to inspect everything before I put it away because there have been countless times that it has not cleaned all items properly and without inspecting it put the dishes away. It is embarrassing to put dishes out that have dried food on it, only to realize it when your guest is ready to eat. Hence, we now call it a 'dishwetter' instead of a dishwasher because it only wets the dishes. Bosch's solution is to put more JetDry, I am going to overdose on JetDry. I tried returning it (did not buy it from Amazon) and they would not take it back. It is very small inside. I could just cry. It is the first time that I have ever wished a major appliance would break and not be able to be fixed...! Save yourself time and aggravation, don't buy it. EVER 	ctress10	10-22-2015 12:51:17	Performance Defect		Multiple Component Defects	Multiple Complaints	Yes	More Information about the faulty components that caused these complaints	false
36610279	I had this machine for 5 years. I am rarely home and use it at the most once a week. It broke several times. Other companies give similar appliances several years warranties, but Fisher and Paykel only one. Customer service is unfriendly. If you need a repair you need to get a report from a third party first.Overall unreliable product and terrible customer service.I would have given Zero stars if I could 	ctress10	10-22-2015 12:51:17	Performance Defect		Multiple Component Defects	Multiple Complaints	Yes		false
29129473	i was recommended to this brand by many people and found out never to listen to the experts.  they persuaded me to get away from the general electric brand and go with lg.  this dishwasher has to be the worst cleaning machine i ever had.  thank god, i didn't buy the more expensive model. have called for service so many times, i was going to put the guy in my guest bedroom.  and no sort of compensation for a bad product...........no refund......no return......no free product exchange for delivering a piece of metal junk.and they said it was quiet as a mouse.  that's about the only feature i didn't understand.  my other dishwashers made so much noise and made the counter shake, i could make scrambled eggs at 11pm at night.  but......and i say but........the glasses, dishes, pots, pans, silverware came out spotless..........ultra clean.  the dishes from this machine have come out so filthy, i am afraid i am going to get Botulism. for real..............don't buy an lg dishwasher.  i am ready to give it to the salvation army and get my original choice. 	ctress10	10-22-2015 12:51:17	Performance Defect		Multiple Component Defects	Multiple Complaints	Yes	More information about the component defects about the consumer's compaints	false
52267506	I had a bosch dishwasher for 9 years and when the control panel broke i decided to get a new one rather than have it repaired -- Big mistake--i bought a comparable one and it stinks--it is small and loud--my past bosch made no noise--i hate this one.  inferior product --had bosch repairman look at it--told me thats what you get when you buy that bosch. Wish the guy at lowes had told me that I would have saved my money. 	ctress10	10-22-2015 12:51:17	Performance Defect		Multiple Component Defects	Multiple Complaints	Yes	More Information about the Component Defects that are causing these complaints	false
47596702	I love my dishwasher.  It is so quiet! I love the extra space at the bottom where I can put cookie sheets and cutting boards.  My old dishwasher couldn't do that.  The silverware baskets are roomy.  The dishwasher looks nice and is easy for my kids to operate.  I've never had an issue with drying or the cleanliness of the dishes.  My family comments how this dishwasher is so much better than our 12 year old Whirlpool.  I read all of the reviews before purchasing this and was a little fearful due to all of the low ratings.  I made sure that I could return it if I was unhappy and they said absolutely so I took a chance and am happy.  I did call Samsung about a question and they answered the call promptly.  I had a small problem on the toe kick and they are sending out a replacement without any issues.  If you register online you can get an extra 3 months on your warranty so make sure to do that. 	meg13	10-22-2015 12:53:54	Performance Defect		Other Component Defect	No Complaint	Yes		false
67653248	I received the item on time and in perfect condition. The dishwasher works great! It cleans all my dishes and runs so well. The only downside is if I have bigger items I want to wash, I might only be able to fit one or two things in the dishwasher, but for regular size plates, pots, and pans, it does a wonderful job. I would definitely recommend buying this item if you are looking to save time by not hand-washing dishes anymore. 	meg13	10-22-2015 12:53:54	No Defect		No Component Defect	Other Complaint	No	difficult to fit dishes	false
77459763	Love my new Bosch dishwasher! It is so quiet that I can barely tell it is running! At last I can watch tv, talk on the phone or just relax without dishwasher noise from my adjacent kitchen. It looks super sleek with controls hidden at the top and an unobtrusive red dot glows on the floor to let you know it is in wash cycle. Dishes come out sparkling clean without using too much energy. 	meg13	10-22-2015 12:53:54	No Defect		No Component Defect	No Complaint	No		false
8178364	it is a good little dishwasher.my girlfreind loves it!now all my freinds want to buy it from me,and i told them no way.just go to amazon.com and get one of your owen. 	meg13	10-22-2015 12:53:54	No Defect		No Component Defect	No Complaint	No		false
85091287	Bought this model about 8 months ago because the upper shelf was easily adjustable (up and down)and looked very durable; the spikes (whatever you want to call the things that hold dishes upright) could be folded down (a great feature!); and because we didn't want a handle that stuck out from the front of the machine (it faces a kitchen island and we didn't want the passage way between the two any narrower).  And in those regards the machine has been acceptable and we really like how all our oversized dishes, platters, bowls, glassware fit so nicely.The reason for the two-star rating:  The repair man is coming out to replace the innards for the touch button controls next week.  We use the machine maybe 3 times a week--at the most, and the machine needs repair after less than 8 months of use. That's only about 100 runs through a normal cycle.  Customer service got to my call in less than ten minutes (on a Monday morning, which isn't too bad).But, you know what's horrible about this scenario?  I've been conditioned enough to not complain about waiting for customer service to answer my call.....It was suggested that we consider purchasing the extended warranty; told that the touch buttons were very touchy, and the repair person can't make it out until seven working-days after I called about the problem.  If you need help on a weekend, KitchenAide sends you to a site that tries to con you into paying $30 for advice.  Disgusting!Besides the above, you should be aware that:  Not only do the touch buttoms malfunction, they are also sensitive enough that you can start up the draining function just by leaning against the counter to reach into the cabinet above it.  Just yesterday I watched my tiny 6 pound cat jump down from the counter and turn the machine on.  So now, with the heated dry and the start/resume buttons not working right, I have safety concerns.Also be aware that you really and truly have to be able to get your water up to 120 degrees for this dishwasher to work properly. It is recommended that you use Finish dishwashing soap for proper cleaning.  (The Finish brand actually does a fine job of cleaning.)Good luck with your purchase decision!  Personally, I don't know where to go from here.... 	meg13	10-22-2015 12:53:54	Performance Defect		Button Component Defect	Multiple Complaints	Yes	worried that the extremely hot water is dangerous	false
57058916	This is the first Amana appliance I have owned, but it won't be my last. I got this dishwasher to replace a fifteen year-old model of another brand. Even though the old one got the job done, it required a lengthy process of scraping, rinsing, and sometimes scrubbing to make sure the dishes came out clean. That is not necessary with this one, especially the scrubbing part. My dishes come out clean every time, and after multiple uses, I have not had to re-run one dish because of debris.I really like having the tall model basket. I can stack my biggest colander and even my gallon pitcher into the bottom rack. It fits into the same space under the counter as my old standard height model. This one has no metal kickplate at the bottom, but the door goes all the way down.The construction feels quality made and substantial. The door latch has a solid click to it.I also appreciate the fact that the buttons are labeled large enough to read easily.This model is much quieter than my old dishwasher. In fact, I found myself double checking at first whether I had actually forgotten to start it. Our utility bill was much lower this month too, and after running an average of a load a day, I have to believe the cost efficiency of this dishwasher contributes to the savings.I was hesitant about getting an appliance I had ordered online delivered, but the folks at the delivery service could not have been nicer. They called to arrange a convenient day, gave me a five hour window for delivery time, called to confirm the day before, and also called about thirty minutes before arriving that they were on their way. They installed it quickly, tested everything out, and demonstrated the settings. I would feel comfortable with ordering by this process again. Best price I have seen for such a well built appliance. Five stars for sure. 	meg13	10-22-2015 12:58:06	No Defect		No Component Defect	No Complaint	No		false
49158221	Before signing off the delivery gentlemen, I un-boxed and inspected the machine, but failed to note that the detergent dispenser did not have an intact lid. I found one the floor of the dishwasher, a plastic lid that was never meant to fit this machine. And I have been completely unable to find a replacement part on-line.The machine is unusable. Parts for the model are no longer available. Why did someone at the seller's throw in a lid that was unattached? Because he/she knew it wouldn't fit? 	meg13	10-22-2015 12:58:06	Performance Defect		Other Component Defect	Other Complaint	Yes	Missing parts and no replacements available	false
36836461	I had a portable floor model dishwasher and it was just too large for me as it would take forever to load it properly at least 7 to 8 days to get an economical load of dishes to do, so have given that one to my daughter and I started researching countertop dishwasher.This is just right for me.  I am amazed at how much one can load in the dishwasher, and even more amazed at what a fine job it does on cleaning the dishes. I am very pleased with this appliance.It is heavy, and I would advise that one has a stong person to lift it out of the packaging and on to the counter.  Very little setup required.  Screw the adapter onto the fauces, screw in the intake and exhaust hose and you are ready to go.It has an indicator to see and a warning light when the 'finnish' resevoir gets down to 1/4 full.  The large one did not.  It is very economical with the amount of water it uses and yet the dishes, glasses, silverware, and some pots come out sparkling clean!  It is EXTREMELY quiet and I can barely hear it standing in the kitchen, yet alone anywhere else.  It does not have a drying cycle on it, which for me is fine as I never used it on the larger dishwasher and just opened the door a ways and let them air dry.Its size is great for a kitchen with not a lot of space or an apartment kitchen.  I cannot rave enough about this appliance.  I am very happy with it. 	meg13	10-22-2015 12:58:06	No Defect		No Component Defect	No Complaint	No		false
70231042	Without redoing my entire kitchen, this was my only option if I wanted a dishwasher.Pros - works well, more solid than I was led to believe from previous reviewers, once you figure out the non-existent instructions it is easy to operate, takes up only a small space on the countertop and can still place things on top of it. Cleans efficiently and well and have not had a problem in the few months I have had it operating it every other day or so.  It does not appear to use up much electricity.  I note I don't pay for my hot water so I cannot speak to that.Cons - Instructions are difficult as they do not all apply to this model.  I searched amazon for other instructions which I was able to apply to this item.  It did come with the sink adapter and most of the connections already hooked up.The dividers for the dishes are poorly laid out for today's dishware and glassware and certain large plastic ware containers.The utensil tray is cramped making it diffucult to place items with large handles in.Hooking it up to the sink and unhooking it is a small inconvenience.11-3-2009 - Still using this thing.  Still works well.  All the seals in tact. 	meg13	10-22-2015 12:58:06	No Defect		No Component Defect	Multiple Complaints	No	Design and installation	false
81329544	Our 15 year old Maytag cleaned better than this one.  Less than a year after purchase we had to buy a new control panel. 	meg13	10-22-2015 12:58:06	Performance Defect		Other Component Defect	Other Complaint	Yes	Control panel	false
68987457	I have been researching dishwashers forever and I can not really find any review that was great. I noticed Kitchen Aid and got a good price from HOME TV and Appliance in AZ. First off the dishwasher is very quiet. I was looking to updgrade to stainlees steel. Our old dishwasher was a GE Profile in WHITE kind of a pain to keep clean and it really did not clean the dishes well at all. My mom had the same model and hers worked very well. We had ours serviced 3 times had the control board replaced and it still did not work well. So I decided to fianlly go to stainless steel appliances. The first thing that stands out about the kitchenaid is how clean and simple it looks. Nowhere for dirt to get in on the front, the controls are all on the top of the door. There is one LED light in the upper right corner. This light is BLUE when wasing/rinsing RED when drying and GREEN when complete. The dishwaher also has a built disposal, an adjustable top rack, and 4 arm spayers at the bottom instead  of just two on the profile.I have posted pictures. I will update this in a couple of months. The first couple of washes have been incredible. I use the Cascade premium packs and the cascade rinse. I figure if you are going to buy a premium dish washer an extra dollar for detergent is not that much. 	ctress10	10-22-2015 13:08:21	No Defect		No Component Defect	No Complaint	No		false
48789497	Here is the solution to the beeping. Make sure you disconnect the dishwasher power (Whirlpool model GU3100XTVQ) at the breaker before attempting any of this. Read the whole thing,  if you are not confident enough to try this fix, get a friend to help. I am posting this to hopefully relieve someone else of the very annoying beeping that was driving me and my dog nuts, since it makes the same noise as the invisible fence that he doesn't like.Position a stool beside the dishwasher, or something equal in height to use as a work surface. Make sure the electrical breaker is off. Open the dishwasher door and remove the six screws that are directly behind the control panel. Don't let the screws fall inside the dishwasher. Carefully set the screws aside as you will be coming across two different sizes.The control panel of the dishwasher should then be lifted out of position from the face of the door, then while holding the panel close the door a little and rest the control panel on the stool. Remove the two screws from the black shield that is covering the circuit board, in one corner of the circuit board you will see a small black cylinder with a hole in the center of it. That is the buzzer that makes the incessant beep.Take a small pliers and very gently take hold of the black cylinder, you are now holding the cap of the buzzer. Gently wiggle  pull the cap until it comes off the base. Take a pencil and push out the gold foil piece that is inside the cap. Gently reposition the cylinder cap to where it was on the circuit board; ensure that it clicks into place. Again, be gentle since you don't want to crack the circuit board.Replace the black outer shield and the two screws. Seat the control panel back into position on the door and replace the screws. Close and open the door to see that it latches properly, check for spare screws lying around (you should have none).Turn on the breaker, press a button on the dishwasher and enjoy the silence. It took me about 15 minutes to do this. 	ctress10	10-22-2015 13:08:21	No Defect		No Component Defect	No Complaint	No	Available tags are not suitable, this is providing a solution to a common complaint	false
84896550	Purchased this dishwasher and installed it myself.  It ran once then shut down.  Called Bosch and they were mainly interested in informing me that I would have to pay if the problem was from the installation.  Much to their disappointment, it was not.  Service tech came out and said it was clogged with suds.  We had used the FINISH detergent tablet that came with the dishwasher. The rep got it running and the next time we used it, the same thing happened.  Rep returned and this time he found the real problem. There was an internal drain hose leaking, not installed correctly by Bosch.  Rep said it would take 3-4 days to get the part, but that turned into 2 weeks.  Called Bosch because it was taking so long and their Customer Care rep said there was nothing they could do, the repair shop would have to check with their distributor. Spoke to Customer Care rep supervisor a couple days later and they said I should have asked to speak to a supervisor the last time I called and they could have interceded in getting the part.  Now why should I have to have asked for a supervisor?  Bosch's Customer Care center doesn't CARE. In the meantime the part came in and was installed and the unit works fine now. However, we were without a working dishwasher for a month without so much as an apology from Bosch.  The dishwasher does work well and is quiet and nice looking.  On the down side, it's capacity is smaller than other brands and leaves water on the bottom of inverted cups. 	ctress10	10-22-2015 13:08:21	Performance Defect		Hose Component Defect	Multiple Complaints	Yes		false
81123618	The. On trolls on the outside are almost impossible to see AND if anyone leans against the counter they turn it onWhen will people learn to design controls that can be read by someone taller than 3', and large enough to read! 	ctress10	10-22-2015 13:08:21	Performance Defect		Multiple Component Defects	Multiple Complaints	Yes	more information about the specific component defects that are causing these complaints	false
86377447	I have the dishwasher running right now and just wanted to take a moment to write a little ode to my trusty Danby dishwasher, who has changed my life in so many ways through the years.  You see, when I first moved into my apartment and discovered that there was no dishwasher I almost decided not to sign the lease.  My helpful landlady suggested I search for a countertop option (which I never even knew existed), I did my research, and this is what I bought.  Thank goodness because I love my place and I despise doing dishes by hand.  If it hadn't been for this trusty, mighty little dishwasher I never would've scored this amazing rent-controlled little jewel.Now, I bought this 5 years ago, so it was about half the price -- and I still think it's crazy cheap given how phenomenal it is.  At the time, reviewers cautioned that it would likely only last about 2 years, maximum.  Considering the price and my aversion to washing dishes by hand, there was no way I could resist.  I almost feel like I'm jinxing myself.. but it still works as well as it did on day 1 and I've never had to repair anything.  I cook every night and run my little dishwasher almost everyday.Easily the best thing I've ever bought.  Ever.UPDATESo of course, 1 year later my beloved dishwasher began to leak.  My first instinct was to freak out, naturally.  After I gathered myself together I poked around on the unit and realized that the decorative window was coming loose.  After doing some research I went to my local hardware store and purchased silicon glue for about $3.  And then I glued every single component of that window, placed a heavy planter on the open door, and let it dry for a day and a half.  And I am delighted to report... HOORAY!  It's up and running at 100%.  Phew.(Someone gently suggested that I might actually want to, you know, wash my dishes by hand.  To which I replied, puhleaze.)But, even if my very favorite purchase of all time had in fact died on me (which it DID NOT, 6 years later) I wouldn't have hesitated to buy a new one. 	ctress10	10-22-2015 13:08:21	No Defect		No Component Defect	Leak Complaint	No		false
24010806	The edgestar countertop dishwasher is a very good dishwasher. It is short enough to fit under my cabinet doors, and just the perfect size to fit between my sink and oven. You will definitely want to measure hieght, width, and length of your countertop next to your sink before purchase, since if it  is even a little too large, it obvious won't fit and makes it's relative usefulness 0.The product in question cleans my dishes well. Some dishes have to be placed in the dishwasher at an angle. You can fit most pots and pans in there, as long as you are willing to dedicate a wash to just one or two pots or pans. The only thing I haven't been able to fit are cookie sheets.On a daily basis, I usually must preform 2-3 washes between me an my fiancee to keep the dish sink empty. The item is relatively light weight, and with the exception of it's size, I had no problem lifting it up to the counter.If you are restricted to a small apartment without a dishwasher, this is a great idea in order to keep your dishes clean.The product recommends attaching a permanent water line, which kind of defeats the purpose of a portable dishwasher. However, the sink attachment works great. Both hoses are attached together, so you don't have to worry about one flying out of the sink. It easily detaches and reattaches, no leakage as long as you make it secure. It also has a release button to release pressure safely before you remove the attachment.The dishwasher consists of three cycles. Normal/short/ and rinse. When you start Normal cycle with the eggtimer style clock it will continue on through short cycle. After short cycle is done, it stops. You will need th start rinse cycle manually, but since this cycle is only a convenience, not a necessity, it's up to you whether to use it. There are two other buttons, the power button (self explanatory) and the saniwash dry button. The sani button superheats the water in order to be sanitary. It also seems to help with the after drying, seeming to be kind of a steam dry. It is very useful if you accidentally let some bacteria start growing on something you washed to be extra sanitary. I would not recommend using all the time however, since the hotter temp it uses probably puts more wear and tear on the dishwasher, although thats just a theory, nothing confirmed.Anyway, great device for people who hate doing dishes and want a slightly easier time. It's noisy, but not much more than any standard dishwasher. Make sure it fits and you shouldn't have any difficulty with it.Update:About two months after getting it, the attachment to the sink broke. I called them back, they asked for my tracking number, which I had to obtain from the seller. After that, they sent me the attachment free no questions asked, arrive in 5 days, not a bad deal...UPDATE 2:I no longer have this dishwasher. The attachment I spoke of breaking I ended up having to replace 3 more times before I finally used my own hose attachments and rigged my own attachment that was metal and held up better. Shortly after, the dishwasher started leaking through the glass door. This was roughly two years after getting it. At that point, I had to put it to rest, as I was unable to repair it. It does seem to be the best dishwasher out there for that size, but I have found it riddled with  problems and there always seemed to be something with it breaking. It's great if you don't have a choice, but for $100 more, most cheap full size dishwashers could outperform this one any-day. 	ctress10	10-22-2015 13:21:11	Performance Defect		Multiple Component Defects	Multiple Complaints	Yes		false
44255649	The kids  I have wanted something like this for a year and we finally got it.  We got a longer warranty on it as well.  The kids  I have busy, active lives.  It's much easier to have this little machine do the heavier lifting with respect to meals.  I got tired of dishes, hated doing them.  Had the kids doing them too, they got sick of it.  Highly recommended, be sure to maintain it properly so it will work for a long time. 	ctress10	10-22-2015 13:21:11	No Defect		No Component Defect	No Complaint	No		false
65289951	It came on time, it was easy to set up -- literally nowork required just hook the hoses where they go --and best of all, it works exactly how it says it will!Great time saver (I hate doing dishes) and it getseverything clean. I'd recommend this to anyonewho needs a small dishwasher. 	ctress10	10-22-2015 13:21:11	No Defect		No Component Defect	No Complaint	No		false
16167250	I don't give 5 stars unless it came with $1,000 in cash inside but this gets 4 stars. Our office is all guys. We got tired of doing dishes. Had it for a few months so not long but it is: quiet (fairly), sleek, easy to use, easy to set up, etc. The faucet attachment I was able to hand tighten on and it has never leaked. The hose attachment is sturdy and doesn't leak either just make sure it is pressed up onto the faucet adapter well.Several modes, quick, somewhat quick, long, extra long. I found you need to use a decent detergent to get coffee stains off inside of cups. We use it 90% to just do coffee mugs. the 1:20m setting works well with a packet liquid/grain detergent. We will run it once a week when we have no training classes. When we have classes with 8-10 more people using mugs we will run it each AM. We make sure to have 20 mugs on hand in case we don't get to it.Sits well on counter, hoses are sturdy, and can be shaken off for excess water then curled behind unit. We have the unit on the counter near the sink. Works fine. The hose attaches, and if you want to use the faucet while it is running, just either disconnect/reconnect it quickly in between fills, or hold the temporary pressure release down and use it that way to fill up the coffee machine, etc.Over all it has served us well and is not a beast to look at. Pleased with the purchase. 	ctress10	10-22-2015 13:21:11	No Defect		No Component Defect	No Complaint	No		false
91346854	This dishwasher has worked great and fits a lot better on our counter then our past dishwasher.After reading some of the negative reviews, I was worried that our 10 1/4 inch plates weren't going to fit well. They fit great and I'm able to easily place 6 larges plates along with 6 cups and 6 bowls. The interior lay out of this dishwasher is so much better then the other one we had and it even holds more dishes.I love this dishwasher!!! 	ctress10	10-22-2015 13:21:11	No Defect		No Component Defect	No Complaint	No		false
49968606	We got this dishwasher when we were renovating the gutted house we bought. I was doing so many things (floors/cabinets/walls/electrical/construction) that I just went into Best Buy and randomly picked appliances. The first year the dishwasher started leaking from the lower right onto the floor. The Frigidaire warranty was still in effect so I called them and they came out and replaced the  side splash guards, the bottom splash guard and the door gasket. The side and door splash guards were visibly ripped. The leaking stopped.2 years later the same leak appeared. So called the home warranty company and they came out and did the same thing, replacing those parts and the leak stopped again. So if you own one of these and are getting leaks out of the front, check the gasket that runs around the tub and seals to the door. Costs $8 to replace and its easy to push in and replace yourself. My 7 year old could replace it, its that easy.The dishwasher was also very quiet when we first got it, couldn't even tell it was running. Well 2.5 years later and its louder. I asked the repairman about this and he said over time the quiet motors just get louder and louder.Avoid this dishwasher, unless it is like on sale for like $20 then the $8-20 of parts you need to buy every year shouldn't matter too much. 	ctress10	10-22-2015 14:02:25	Performance Defect		Multiple Component Defects	Multiple Complaints	Yes		false
74357614	We got this dishwasher (brand new) already installed in our kitchen when we closed our new home. It would not wash/clean as good as our older previous dishwashers. It would also not make water as hot. After a year, while still under warranty, it stopped working. They provided free service (don't remember what was wrong). A year later we were getting close to the end of extended warranty, so asked them for another service. The guy said these machines do not make hot water like other machines because they are made to conserve energy! He instructed us to hook it to hot water tab and make sure we empty the cold water first to lead hot water into the machine! He also said these machines need specific (high efficiency or something) detergent to wash like other machines!! Also, he said if you'd like it to wash like other machines, you have to put it on the highest/longest degree of washing schedule!!!We did it like he said then, it would wash rather okay. A year later, one day it just decided to not run at all. Since then we've been doing dishes with hand, looking for money to buy a new one. This machine is not worth spending to service it again. I will NOT buy another GE washer. 	ctress10	10-22-2015 14:02:25	Performance Defect		Multiple Component Defects	Multiple Complaints	Yes		false
65451255	Purchased two years ago for our new home, does a great job cleaning dishes.  Cleans pots  pans great very happy with performance.  The reason for the one star is reliability of this dishwasher.  Since installation has broken four times, had to get serviced by technician.  Electronic error code b3 on display and halts operation, technician said that is main circuit board failure....$140 dollars later 4X is too much, we be replacing this for another brand.... 	ctress10	10-22-2015 14:02:25	Performance Defect		Multiple Component Defects	Multiple Complaints	Yes		false
28321778	After nearly forty years of using a built-in dishwasher, I moved into a beach house with a tiny kitchen and no dishwasher, and this was my resolution.  The Danby has performed well, washing my dishes competently and quietly; I downgraded it one star for a curious rack arrangement that I may someday love and a control system ambiguity that shouldn't be there.The grids in the lower rack are loose by design, allowing flexibility in loading.  I'm always jostling them around as I load, and sometimes I knock one of them out of the brackets that hold it upright.  I have to manually wrestle it back into place, and that nuisance cost them half a star.The other half star came from the cycle status light.  When I push the pause button, the cycle status light toggles between steady and flashing, supposedly to tell me whether the device is running or paused.  The instructions don't say which is which.  Things were okay once I figured out that flashing meant running, but it took me a while to get the first cycle started.I had some problems with amazon's delivery to my remote location, and I'm having even more problems getting used to a portable dishwasher, but the Danby shouldn't be penalized for either of those. 	ctress10	10-22-2015 14:02:25	No Defect		No Component Defect	Multiple Complaints	No		false
10314258	It is quiet, but the upper rack adjusters will fail within a year (Part #: W10350376).  The plastic parts were apparently not properly designed to withstand repeated use or heat or both.  I will never buy KitchenAid brand (i.e., Whirlpool) again. 	ctress10	10-22-2015 14:02:25	Performance Defect		Other Component Defect	Multiple Complaints	Yes		false
