DataSet Entry ID	Text	Tagger Pid	Date	Review Type	Defect Severity	Defect Type	Defect Resolution	Software Defect	Hardware Defect	Comment	Authority?
65673928	My husband refuses to enter into this century's technology, so when he needs a phone it is difficult to find a GOOD flip phone. We have gone through several (at least 8) that lacked reception, in-call volume options, SUPER easy options. This one has it all! He can adjust the ringing volume and it doesn't adjust itself, he can receive and call from inside his shop (metal building) and he can hear me when I call. Very happy with this purchase :) 	belijah3	10-20-2015 21:54:32	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
66882036	I LOVE THIS PHONE!!! I JUST WISH IT WAS ALL TOUCHSCREEN. THE ONLY THING THAT IS, IS THE KEYPAD.BESIDES THAT ISSUE, IT'S GREAT!C.G. 	belijah3	10-20-2015 22:09:22	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
64949275	The problem with this is the verizon actication on it, it denies most of the programs to run eg: a mere internet, but can read email only. It heats up, and the battery never lasts for at least 6hrs, every two to three hours you have charge, very dissapointing though 	belijah3	10-20-2015 22:09:22	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
64421641	This phone is as good as any similar 700$ phone. Do not hesitate, the large frequency coverage (1700) and two sims make it the perfect worl phone. Not  too big very slim. THE BEST BUY 	belijah3	10-20-2015 22:09:22	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
66513203	The phone is decent, especially considering the price. The screen did crack already as I dropped it the other day, and only dropped it about a foot. Maybe a flip phone would have been better, but so far, the phone has worked fine. No complaints. 	belijah3	10-20-2015 22:09:22	Neutral	Performance Defect	Hardware	No Resolution Specified	No Defect	Enclosure		false
66047452	I bought this phone last Friday.It is so good.Big microphone,big touch screen.The HTC sence is pretty good.I can't use my word to describe this phone.My friend thought this phone better than iphone4.That was true.If you want to buy a big touch screen phone and do not want to buy a expensive phone.This one is good.I suggest you buy a battery after you buy this phone because it's a big phone. 	belijah3	10-20-2015 22:09:22	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
66422126	Inserted my ATT SIM card. Then turned phone on. Saw the T-Mobile logo flash across the screen. Phone displayed message searching and it kept searching forever. This phone is locked. I have spent hours researching information on this phone. Unless you want to go through the same routine I am going through, avoid this phone. 	belijah3	10-20-2015 23:30:45	Complaint	Unable to Use	Software	No Defect	Settings	No Defect	locked out of phone	false
66664895	Thank you for my phone. I received it today and I am happy with it. It is just as I saw it online.This is my third bb8700 cuz I like them.They make texting easier and are fun to use. Keep up the good job. 	belijah3	10-20-2015 23:30:45	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
66013995	just what the doctor ordered!Compact, sytlish, and universal tasking capabilities.Great for on the go in your pocket device...... 	belijah3	10-20-2015 23:30:45	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
52977514	Not sure if it's my service (T-Mobile US) or if it's the device itself, but this 920 has some issues receiving texts, which my old 920 did not have. Either way, great device, highly recommend. 	belijah3	10-20-2015 23:30:45	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
65458419	Hi my name is robert i have tmobile mytouch 4g phone its a ok phone but i just got a virginmobile flip i love it battery nice the phone works perfect i love virgin yall the best for people who looking for a virgin mobile buy from amazon.com u wont regret it thank u guys 	belijah3	10-20-2015 23:30:45	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
66106932	when i was researching this item it looked great like an i phone plus... after h aving it a few days i have had numerous problems with it. foremost it doesnt stay in service for more than ten minuetes at a time. the screen is sluggish and sometimes doesnt respond at all. it does have really cool features with its wifi and the micro sd card thing is great for info, if you can get it to sync to your computer. now i have to drive to the store and ask y i cant make a phone call or text my friends on my brand new state of the art smart phone. 	belijah3	10-21-2015 11:39:03	Complaint	Performance Defect	Software	Other	Operating System	No Defect		false
64297088	the expectation was below.didnt like it at all. wouldnt recommend this phone. dont buy it.its not what it looks like 	belijah3	10-21-2015 11:39:03	Complaint	Other	Hardware	No Resolution Specified	No Defect	Enclosure	Didn't like the look of the phone	false
64282356	This is a famous Spanish saying that coincides with the fact that I am purchasing cell phone number five via Amazon. All have been gift items for other persons with differing results.However this purchase was for my daughter and thus far she is very thrilled with her phone! 	belijah3	10-21-2015 11:39:03	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
64372481	The touch screen it's very usefull, it makes the cellphone easier to navigate and it's built-in keyboard makes writting very fast if you don't like the touchscreen. I don't like that wi-fi can't be used separatelly from the data plan, it just make it faster. I rate the phone with 9 over 10 stars. 	belijah3	10-21-2015 11:39:03	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
64978762	I ordered this phone a couple weeks ago. No where on the ad did it state that this is a prepaid phone only. I received it on time and would have been happy with it, but had to return it and other items I ordered with it at same time. My problem is they did not state prepaid and it cost me about $8 for restocking and sh. This would not have happened if he had advertised correctly. 	belijah3	10-21-2015 11:39:03	Complaint	No Defect	No Defect	No Defect	No Defect	No Defect	complaint about the ad not the phone	false
66142781	I like this phone. is a mini version of Samsung Galaxy S 3.and look pretty. Thats nice and cool. 	belijah3	10-21-2015 11:44:32	Comparison	No Defect	No Defect	No Defect	No Defect	No Defect		false
65465510	Got this for the GF and she is addicted. Only issue I have with this phone is the battery life, but with the quality that it pushes out it's somewhat understandable. Just get an extra battery if needs be. 	belijah3	10-21-2015 11:44:32	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
66310767	I love this phone 1st Android phone...pretty cool ..cool price thanks Amazon...was going to order from wally world but I checked here and the price was right..Net 10 customer already, as I am on a budget..this is the first of many.. 	belijah3	10-21-2015 11:44:32	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
65546646	Just purchased this phone as a replacement for my old LG.  It arrived damaged out of the box so I contacted customer service.  My replacement phone arrived 14 days later (I was told it would take 3-5 days).  Tried to activate my replacement phone only to receive a sim card rejected error.  It's been 22 days and still haven't received my new SIM card.  I am now a FORMER tracfone client! 	belijah3	10-21-2015 11:44:32	Complaint	Unable to Use	Both	Replacement	Operating System	Internal Hardware		false
65624630	This phone does not come with the little microphone for voice to text or voice search!! It was like going backwards!! I sent it back. 	belijah3	10-21-2015 11:44:32	Complaint	Performance Defect	Software	Recall	Features	No Defect		false
65192454	If i could give it a zero star rating i would. From day one this phone has been the biggest waste of money I have ever spent. Not only does the battery die mere hours off the charger, it decides to randomly restart itself at times when its needed most (I use my phone for work) and as soon as it finishes booting up? Restarts again. Over and over. Frustrating. I have to pull the battery out not joking 6 or 7 times PER DAY. I will never give htc another cent again. And if anyone wants any advice on this phone? Dont even think twice... keep scrolling. 	belijah3	10-21-2015 11:46:43	Complaint	Performance Defect	Both	No Resolution Specified	Operating System	Internal Hardware		false
64517825	you could buy this phone brand new from Walmart for nearly $100.00 less, and even way less if refurbished. whats up with the price?  i have no complaints about the phone.It is a very decent phone, and you cant beat straight talks unlimited monthly price. But a person is better off buying it for less from Walmart plus you will have assured warranty and phone protection option that way. 	belijah3	10-21-2015 11:46:43	Complaint	No Defect	No Defect	No Defect	No Defect	No Defect	complaint on the price	false
64952662	great smartphone with lots of great features and amazing cpu and specs also sprint finally adds the tri-mode lte support which is fast if you're in the area where there's the service but again is a great smartphone looks great amazing screen 	belijah3	10-21-2015 11:46:43	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
65946704	One of the best LTE phones out there. Also the screen is awesome.The phone is really fast and the apps work really well. 	belijah3	10-21-2015 11:46:43	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
64683349	I received my phone sometime in October 2009 when I switched service from a well-known provider to another well-known provider. Good phone, however, way too many moving parts for what I need. I just need a cell phone to make my phone calls and to to send regular text messages -- if you are in the same boat, them simplify. 	belijah3	10-21-2015 11:46:43	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
65055007	Got the phone just in time for my bday lol phone came in excellent condition brand new . Giving it 4 stars just for the fact it didnt bring a sim card but other than that phone works great 	belijah3	10-21-2015 11:50:03	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
64515893	It's a simple and easy to operate phone. I love the fact that it has a quick charge and a great battery life.I LOVE IT. 	belijah3	10-21-2015 11:50:03	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
65306557	I bought one .. but i can not activate it .. so who know that way please tell meI can not benefit from it 	belijah3	10-21-2015 11:50:03	Complaint	Unable to Use	Both	No Resolution Specified	Hardware	Software		false
37283110	Nothing to complain about the phone.  I love it especially the big screen!  It looks great and feels great.  Screen resolution is unbelievable.  Overall, I am liking the phone, but there are few things that prevented me from giving it a 5 stars.1.The absence of headphones from the package.  I don't get it.  Seems to be very intuitive, but somehow Nokia decided not to include one.2.Very easy to bring up bing search by accident.  It's just the way how the buttons are laid out and the touch sensitivity of the phone.  Even after I turned down the sensitivity to normal, it's still very easy to switch to bing search unintended.3.No mute switch on the phone.  You will have to turn the vibrate on from setting first, then press volume control, then you will be able to switch between vibrate and ring + vibrate.  If you want it to be just silent and no vibrate, then you will have to go back to setting and set vibrate to off.  Seems to be more work than needed.4.The screen does scratch easily.  I was being very careful, but I still saw fine scratch through light reflection after first day of use from fingers?5.This one derived from 4.  I tried to look for accessories (screen protector  case) for the phone at bestbuy, and I couldn't find any.  Amazon has some stuff, but very limited, too.  The only place sells Lumia 920 accessories  in store is ATT;, and you  know what that means, you going to pay premium over it.  The speck candy shell case is priced at 38, and screen protector is 25.  I needed the screen protector so I shelled out 25 + tax, and decided to go naked on the phone.6.Lack of apps.  Some apps is very important to some people.  My wife also got the phone, but when she found out that whatsapp is not available on windows 8 phone yet, she is not so happy.  I think microsoft needs to do something about it if they are serious about windows phone.The phone itself is great, but the lack of accessories and apps might hold people back from switching.  However, I have no regret.  I am very happy with the big screen this phone has to offer.  I can wait on everything else. 	belijah3	10-21-2015 11:50:03	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
64747600	THIS PHONE IS A FAILURE. I AM GOING BACK TO VERIZON. THE PHONE WILL NOT SEND PICTURES. SUCH A WASTE! 	belijah3	10-21-2015 11:50:03	Complaint	Performance Defect	Software	Recall	Operating System	No Defect		false
66767577	This is my first smart phone.  WOW.  I am still learning all the functions.  I did not receive the manual for this phone but found lots of help in the software settings and setup sections.  Just purchased a set of Bluetooth headphones and I highly recommend this if you enjoy music and like to have the option of hands-free talking while driving or working around the house.  Everyone who has seen the phone is impressed and our grandchildren love to play games and listen to music with it.  Just learned how to access the photos in the skydrive #34;cloud#34; which is awesome.  I had been copying photos from my phone to my PC and then onto SanDiscs for years in order to have backup copies.  I am still a newbie but learning more and loving the whole experience! 	belijah3	10-21-2015 11:51:55	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
38088906	Three things every phone can do that the 920/WP8 can't:(I am a windows fan boy and I like everything about the phone except some SOFTWARE issues that make it incredibly hard to use. that means the problem can be fixed TODAY with a simple update.)1. No custom tones for texts/anything except ringtones.(are you F*** kidding mean)2. NO advanced WiFi settings of any kind. This means I can't connect to my university's network r any enterprise network. seriously? My girlfriends My-touch can do this with ease. My old iphone 3g could do this. THIS IS A BASIC FUNCTION3. No option to uncensored voice to text. I really like the function of responding to texts while talking, but sometimes I need that extra **** and there is no option to take this setting off like all other phones. 	belijah3	10-21-2015 11:51:55	Comparison	Performance Defect	Both	No Resolution Specified	Operating System	Internal Hardware		false
66563781	Very happy with the phone and the price!! I purchased one for my husband before I bought this one. His is the very same phone and I paid almost 10.00 more for his than I did this one!! will definitely shop you first before anywhere else! 	belijah3	10-21-2015 11:51:55	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
65060092	This is a great phone. When reading reviews make sure they are not referring to the sellers problem and concentrate on the phone itself. I have had no problems with the phone. I love it! Its easy to use my battery last for almost 2 day depending on how many games my kiddos play on it. Very lightweight nice screen. I would recommend it to anyone as I love having a keyboard not a touch screen and its a thin phone for having a keyboard! 	belijah3	10-21-2015 11:51:55	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
65134931	I had read a lot of reviews prior to purchasing this product.  Even after that I surprised at how resposive and full-featured a device it was for the price.  Since I am almost always on wifi, 3g is good enough for those rare times when I'm not.  As others have said this is not a cheap phone!  It's a very capable android phone, at an affordable price. 	belijah3	10-21-2015 11:51:55	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
65388402	Sim card slot was broken had to spend sixty dollars to fix it but everything else was great and right 	belijah3	10-21-2015 11:53:43	Complaint	Unable to Use	Hardware	Replacement	No Defect	Internal Hardware		false
64440845	New Information added July 20, 2014CAVEAT EMPTOR: Let the frequent app installer beware:MY RATING IS STILL FIVE STARSThe LG Optimus Dynamic II (LG39C) Android Prepaid Phone with Triple Minutes is still a 5-star phone in my opinion, in spite of the problem that I relate below.WARNINGYou need to be careful how many apps, especially widgets, you download to your phone, especially if they reside in the phone's RAM (active memory) and run all the time. Even some game apps or utility apps that are not widgets stay in memory. Other apps, if properly written, only run when you start them, and quit when you exit them by backing out of them.I installed one too many widget apps to my LG Optimus Dynamic II LG39C smartphone, and ended up causing my phone to sometimes lock up and require me to reboot my phone. One of the memory management apps said I was only using 83% of my RAM, but I still had problems.I removed three widget apps, and have had no problems since. The fault was not the phone's. The fault was mine for being overzealous with the 1 GB of RAM memory that is in the phone.(NOTE that you can have as many properly written regular apps as you can fit on your memory card, as long as each of them exit properly when you finish playing them or using them. It's the programs that keep themselves in memory that eat up the RAM.)RATING AND RECOMMENDATIONI am not downgrading my five-star rating for this phone because the problem I had was due to my having too many programs on my phone. The LG Optimus Dynamic II LG39C smartphone is STILL a 5-star phone in my opinion, and I still heartily recommend it, especially to people who don't make a lot of phone calls, because TracFone has a good program that allows you to get enough minutes for typical low-end use without costing an arm and a leg as some providers charge.MY NEXT STEP - MY NEXT PHONE?I do miss the functionality of those glass widgets, and I love other programs, and want to write some of my own, so I am am looking for my next phone, and am leaning toward an android phone that is similar to one of theLG G3phones, if they ever come down in price that my budget can handle it, though I might settle for another android phone that has (or can be expanded) to 2 or 3 GB of RAM.I'm not willing to start paying the higher monthly bills to get the discount on the upfront cost, nor am I willing to go with the higher upfront cost to stay with TracFone, so I might have to do a lot of serious looking to find a 2GB or 3GB RAM android phone that is compatible with TracFone and compatible with my budget.================================MY OLD LG OLYMPUS DYNAMIC REVIEW================================Starting February 10, 2014, I went through the process of getting, being dissatisfied with, and returning several phones at Walmart.I started with a megaphone with an ATT; plan, but the monthly fee was just too much for my rural old-style programmer mind, and I thought the phone was uncomfortably big in my hand, so I switched to a Straight Talk phone with Android, but even that data plan seemed too expensive for me. (I'm 62), and somehow they disconnected my number (which might have somehow been ATT;'s fault), so ...I switched to a Star Trek style flip phone with TracFone, but quickly realized that I still wanted to learn some Android, so ...I upgraded to one of their Android phones, but sometimes, when I'd press one key on the screen, I would get a character from the other side of the screen, so ...I ordered this LG Optimus Dynamic II phone from Amazon, then went online to TracFone's toll-free number to move the number from one phone to the other, and though it took most of the day for TracFone CustServ to finish the job, it was done to my satisfaction.My only complaint is that I have to turn on the speakerphone to hear more clearly, but that's not LG's fault. After all, my ears are 62, also. (No, I haven't gotten a hearing aid yet, it's not that bad yet.) I did finally get thePanasonic KXTG7875S DECT 6.0 5-Handset High Quality Phone System with Answering Capabilitywhich lets me more clearly hear my calls when I'm home. See my Panasonic review here: http://www.amazon.com/review/R309OWZLIXPDD3/ref=cm_cr_rdp_perm==============NEW CONCLUSION==============added July 20, 2014If you old enough to be an AARP member, and if you don't make a lot of phone calls each month, but you do want to stay in touch, with phone calls, message texts, and limited Internet, then this is the phone for you. It works really well with TracFone, and since this is an Android phone, you actually get triple the minutes when you buy a refill at Walmart or at TracFone.com. (You also get triple that number of message units and triple that number of megabytes of Internet), which might sound confusing, but you get used to it. Buy a 120 minute card, you get 360 phone minutes, 360 texts, and 360 megabytes of Internet (data plan).If you sometimes have a month where you use it a lot, but most months your usage is much less, you can pay for three months at a time or even a year at a time. I paid for a year in March, and did have lots of usage when my motorhome burned due to faulty mechanic work in Pope County Arkansas. I suspect my overall usage will still come out much less than an unlimited calling plan with one of the big companies, and now that I've settled down, and bought a house in South Carolina, I expect my usage to average out to a low amount each month. In fact, now I don't worry about running out of phone minutes or megabytes of Internet, I worry that my message texts will run out first. 	belijah3	10-21-2015 11:53:43	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
66777706	Great! just great this phone! The better Cellphone for me. Hard, Fast, and beautiful, I love It I love It I love It!!!! 	belijah3	10-21-2015 11:53:43	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
66708274	I like this product, is not one of the top product, but is very nice.Actually is working very  good 	belijah3	10-21-2015 11:53:43	Neutral	No Defect	No Defect	No Defect	No Defect	No Defect		false
34725321	It is by far the best phone i ever had. i had tried blackberry, android and IOS. The interface is clean and modern. I showed it to a couple of my friends and they were all amused by it. I LOVE IT. 	belijah3	10-21-2015 11:53:43	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
40850788	I was afraid of buying this cellphone, because I did not know if it was going to work in Venezuela , but after I got it I realized it works perfectly! I really do not like this cellphone cause it is kinda slow for me, if you just need a good phone with internet  to call and send messages this is for you. 	belijah3	10-21-2015 11:55:44	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
49550905	I figured I would wait a while to review this phone. It is my first smartphone, though I had an iPod Touch before it. I was expecting it to be fast, and last a good amount of the day.The good:It looks absolutely brilliant. I love the design, and the phone feels so substantial. Friends often comment, even now, that my phone looks like it's new. The screen only has one or two scratches.The screen is beautiful. Images and videos are so crisp. And the brightness is great.It has 64gb of storage. I've so far used 15gb, and I love knowing I can store my whole music library on my phone.Their customer support seems excellent. I have only contacted them once, but I got a response THE SAME DAY! That's unheard of in customer support. The guy was really helpful too.The Bad:The battery life is abysmal. With 4g off, wifi on, and the screen on for about 1hr, my battery drops 40%. I did not expect anything amazing from the battery, but I thought it would be better than that. These are the results with #34;battery saver#34; on. With it off, the battery drains insanely fast.The speed. My friend's Droid Bionic is over 2 years old, and my quad core phone is choppier than his. We have tested this time and time again, and he beats my phone at simple tasks like opening and closing three programs quickly. Opening up chrome, opening up and sending a text. All simple functions I expect my phone to do without any lag. But there is always lag. In everything I do.Playing music is sometimes also an issue. Look around at forums and you will find this problem. Basically the audio gets really jittery and cuts out. When this happens, the whole phone becomes unusable for 5-20 seconds. The screen doesn't turn on, or if you are using the phone, it will freeze. This problem is rare, but it always seems to strike when I need to use my phone for something urgent.It heats up very quickly. Everyone I've lent my phone to tells me it is way too hot. I don't have to do much for it to heat up. Simple operations like playing music or browsing reddit will cause this. When GPS is on, the issue is exascerbated, but that is to be expected. What's unexpected is how hot it gets from just calling or texting. Two things that are not intensive at all.All in all, I would have given this phone 3 stars had it not been for the lag. That is completely unacceptable, and ruins the experience of having a portable work station. 	belijah3	10-21-2015 11:55:44	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
64336268	I got this phone for 3 year old grandson for 2013 christmas and he loves it. Very easy for him to call nana and papaw. 	belijah3	10-21-2015 11:55:44	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
65467863	Amazon filled this order for Cellphonekings. Unlocked phone had operating system from spain -- Telefonica Movistar. Couldn't get it to set up on ATT network to recieve texts. Very confusing. I returned this item with no problems from Amazon and received a full refund. If you have someone who can reprogram this phone for you it had some nice features like WIFI and even radio. I just couldn't get it to work for me on ATT. 	belijah3	10-21-2015 11:55:44	Neutral	Unable to Use	No Defect	Replacement	No Defect	No Defect	they couldnt get the sim card to work	false
64930607	Good used device. 80% good. Rare camera is not working. I showed it to I-Phone tech (iphoneaid.com) in Baltimore, MD. John fixed it in 15 minutes. Checked the I-phone and replaced the rare camera with new part. Thanks to Amazon and Iphoneaid.com 	belijah3	10-21-2015 11:55:44	Neutral	Performance Defect	Hardware	No Resolution Specified	No Defect	Camera		false
65705002	This was my very first Blackberry.  I purchased it back in 2008 I think.  It was my entry into the smartphone world and I've never looked back. 	belijah3	10-21-2015 11:58:21	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
65804707	I had the Rokr and it played audiobooks from audible.  It was large so I sold it and picked up a Slvr. I was surprised that I can no longer play audiobooks from Audible.  Whats up with that?  Other than that, it is thin, small, lightweight. 	belijah3	10-21-2015 11:58:21	Neutral	No Defect	No Defect	No Defect	No Defect	No Defect		false
64835660	Second phone of this model works good. Solid for texting. I dont use it for web or games. It takes decent pictures 	belijah3	10-21-2015 11:58:21	Neutral	No Defect	No Defect	No Defect	No Defect	No Defect		false
64338967	Wow great phone!  After a month or so, I got my 1st bill and Sprint had added tons of extra fees. When I called and told the rep that I was shocked with the extra charges, the rep asked me to hold as he transferred me to someone that can help.  I was shocked when they answered Sprint Cancelations, can I help you? 	belijah3	10-21-2015 11:58:21	No Defect	No Defect	No Defect	No Defect	No Defect	No Defect	no defect with phone stated, just extra fees by sprint	false
26946315	I love how people complain about how thick and heavy this phone is compared to iphone or galaxy series. Then again, owners of iphone and galaxy series have to purchase thick and heavy phone cases in order to protect their phone from breaking if they were to drop the phone. Nokia users don't have to worry about this problem. Effectively, this phone is thinner and lighter than most phones out there because it doesn't need a heavy case. Nokia knows how to build a strong and useful phone.This is the best phone I ever held in my life and I was planning to pick between iphone 5, galaxy s3 and this phone. Eventually I ended up picking this one and I don't regret it at all. This phone is everything iphone 5 wishes it could have been. 	belijah3	10-21-2015 11:58:21	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
56205877	I just purchased this phone and it is by far the best phone I have ever owned. There are many reasons:1) Love the physical specs and how it fits in my hand. The 920 is very sturdy, and at 6.5 ounces, I actually like the weight of it. Some folks say it is too heavy, but I think it is just right.2) The Windows Phone 8 OS is fantastic. It allows for the most personalized home screen experience, much more than the IPhone or Android, which both seem cold in comparison.3) Kids corner is great for folks with kids. It allows you to have a 'kids' section that allows them to play games, listen to music, whatever you decide to allow. As a parent of yound kids, this will be fantastic for long car rides. They can't get into any of your mail clients or send texts.4) The camera is the best out there for smartphones, with an 8.7 megapixel Carl Zeis lens, with Pure View technology. Couple that with Optical Image Stabilisation and a 4.5 inch gorilla glass screen, the pictures and video are amazingly clear, especially in low light conditions. My kids play sports and it takes amazing action shots.5) Dolby sound lets me listen to music in style.6) Windows Phone 8 has plenty of apps, inclusing 46 of the top 50 best selling apps today on Android and IOS.7) Too many others to mention:)I just love this phone! Great job by Nokia and Microsoft for teaming up to make a best in class phone.  The biggest issue is it appears hard to keep this phone is stock. If you try this, you will love it. 	belijah3	10-21-2015 12:04:49	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
64555962	Not so heavy as the Samsung Galaxy Skyrocket (which was a good phone).  Excellent screen resolutions.  I got the white phone  paid out of pocket 279.00, didn't want to wait anoter year on my att; contract - att; should go to one year instead of 2 years.  Highly recommend this phone1/16/2014 UPDATE;  Well, I've had the phone since July 2013 and still like it.  Takes nice pictures  videos.  Screen resolution is awesome when having pictures of your grand daughters on the screen.  Sound quality good when talking on the phone.PRO:  The only thing that I don't like is that it doesn't hold a charge very well anymore.  I'm charging it everyday and I have it on only for 5 hours a day.I may go to the samsung galaxy S4 soon 	belijah3	10-21-2015 12:04:49	Comparison	Performance Defect	Hardware	Replacement	No Defect	Internal Hardware	After awhile the battery life got worse	false
66374358	amazon me cheated, henceforth all my purchases and negative calificare until I return what belongs to me. informare addition to all the people in my country, through social networks. Amazon does not guarantee the purchase of my country 	belijah3	10-21-2015 12:04:49	Other	No Defect	No Defect	No Defect	No Defect	No Defect	Talking bad about amazon??	false
66923399	haven't recieved my money back cause of a wrong item. I returned the wrong item, but havent had any notice about my money it was 3 month ago 	belijah3	10-21-2015 12:04:49	Other	No Defect	No Defect	No Defect	No Defect	No Defect	Nothing related to a phone	false
64519200	Bought this phone for my wife and sure glad I did.  It took her less than a day and she was all about it, it was better in this way and better in that way... It's been extremely easy for her to up to speed and she hasn't missed a beat (moving from her iPhone to this Windows phone).The Zune software has been so much easier to deal with than itunes ever had been - so much so she's already putting stuff on her phone by herself whereas I was still having to help her from time to time when dealing with itunes.From start to finish this is by far an impressive phone. 	belijah3	10-21-2015 12:04:49	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
67002570	This is the best phone money can buy. (Until nexus5 goes live). Few people seems to understand how is it so cheap, so they rather go for a most expensive option, thinking they might get better quality. For me, pure android experience is far better. And quality is top-notch. Once you go nexus, you can never go back. Only downside: battery life. 	belijah3	10-21-2015 12:08:16	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
65591399	So much phone, Does much more than I expected- Through Amazon saved lots of $$$. Beautiful case. Voice to text , Beats speakers, 	belijah3	10-21-2015 12:08:16	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
64134059	I'm living U.S. from Japan.This product can't change wallpaper its self and ringing sound ether.Incoming call volume is very small even maxim set,And can not use in Japan because of different MHz.It's OK if use in Europe(SIM) but don't buy Japanese people. 	belijah3	10-21-2015 12:08:16	Other	Performance Defect	Both	No Resolution Specified	Settings	Internal Hardware		false
65437040	Wow this phone sucks. This has arguably the sloppiest touch screen I've ever used. Its unresponsive most of the time but when it decides to work its way to damn sensitive and you cant touch the damn thing without it opening every thing your finger gets near. Navigating the contacts list is a nightmare because of this and otherwise the interface is incredibly unintuitive. Wanna make a change in the settings section? Well all the little icons you dragged onto the 3 facing panels reset every single time you change something and you have to redrag them onto the 3 facing panels all over again....this phone is a pile of crap. Just get a damn iphone.Also ATT;'s app store is a freaking joke! ATT; mobile banking is apparently a social networking tool. Its also in every single other category under apps for some reason...WHAT A FREAKING JOKE! Myspace? Really? Where the hell is tumblr? or twitter? or anything that would actually be useful for someone under the age of 100 to use?! Well hell, we have myspace and yahoo search, what more could you want? Oh AIM...This is a phone for people who have never used a good phone and don't know what a good phone can do. 	belijah3	10-21-2015 12:08:16	Complaint	Performance Defect	Both	No Resolution Specified	Operating System	Internal Hardware		false
66636945	Just upgraded from an ancient Droid 2.  I have to get used to the larger size but getting used to not having a slide-out keypad is not an issue at all. All of my apps automatically downloaded. I can do so much with this phone.  I only wish I had upgraded sooner. 	belijah3	10-21-2015 12:08:16	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
66729252	The product needs recall, every time that you restart, it change the language to German...I bought three with the same problem!!! 	belijah3	10-21-2015 12:11:37	Complaint	Performance Defect	Software	Recall	Operating System	No Defect		false
64937203	Was a birthday gift for my son and he loves it! Now we can stay in touch all the time. 	belijah3	10-21-2015 12:11:37	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
65173377	i like the blackberry curve it is a nice product try it you never  go wrong good apps and user friendly. 	belijah3	10-21-2015 12:11:37	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
65361096	I love this phone I was super excited to get this phone, I lost my ipod touch and didn't and decided to get an iphone instead of replacing the ipod. That was one of my best decisions. I would recommend this product to any and everyone. 	belijah3	10-21-2015 12:11:37	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
64090152	light flash is orrible its no possible take a picture at night.about system and the phone is super, but I don't why company make phone goods but the light flash it no work and why saler buy these kind of phones for selling. 	belijah3	10-21-2015 12:11:37	Complaint	Performance Defect	Hardware	No Resolution Specified	No Defect	Camera		false
65558251	I'm a returning college student and although I think smart phones are very cool I just wanted a phone that gives me good signal and great battery life.  The Samsung Convoy U640 does both.  And despite being a military grade phone I find it sytlish and and attractive.  It does what I want it to do without requiring any extras such as a data plan. I have a Zune HD, iPod Touch and a laptop to do that for me.  Verizon Wireless is a fantastic cell carrier and I always have signal.  Overall I really like this phone and highly recommend it if you're looking for a phone that does what cell phones were intended for, making and receiving calls. 	belijah3	10-21-2015 12:13:54	Compliment	No Defect	No Defect	No Defect	No Defect	No Defect		false
